Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,NOR.Novel.Object.Side,NOR.Center.Zone.first.10,NOR.Distance.Traveled.first.10,NOR.Dur.Periph.first.10,NOR.Lat.to.Periph.first.10,NOR.Object.Right.NP.Dur.First.10,NOR.Object.Right.CP.Dur.First.10,NOR.Object.Left.NP.Dur.10,NOR.Object.Left.CP.Dur.First.10,NOR.Object.Right.CP.Lat.first.10,NOR.Object.Left.CP.Lat.first.10,NOE.Arena,NOE.Center.Zone.Duration,NOE.Distance.Travelled,NOE.Duration.in.Periphery,NOE.Latency.to.Periphery,NOE.Object.Right..NP.Dur,NOE.Object.Right..CP.Dur,NOE.Object.Left.NP..Dur,NOE.Object.Left..CP.Dur,NOE.Object.Right..CP.Lat,NOE.Object.Left..CP.Lat
DO.0951,M,G8,CSDO-M-23,10/23/2011,11/15/2012,389,Novel Object Test,R,33.466112,4846.636,565.1992,2700.963,4.771332,0.567222,7.57408,0.433758,1635.001,667.087,Arena 5,66.9322,7499.66,433.992,0,14.314,24.2904,11.1442,4.30421,150.714,5.53876
DO.0952,M,G8,CSDO-M-23,10/27/2011,5/2/2013,553,Novel Object Test,R,263.32447,1966.6336,334.707,2354.478,2.068692,NA,0.266928,NA,1042.387,1052.001,Arena 5,259.587,4417.58,300.06,26.9264,15.4818,10.0098,13.6467,0.600588,256.651,141.906
DO.0953,M,G8,CSDO-M-23,10/24/2011,5/2/2013,556,Novel Object Test,L,247.00845,6733.068,351.0229,2719.972,25.65845,0.567222,33.099068,20.486696,2485.951,2800.1421,Arena 6,245.307,6348.77,353.446,2.23552,33.2659,11.7115,41.0735,17.4171,9.8096,15.6153
DO.0954,M,G8,CSDO-M-23,10/24/2011,11/15/2012,388,Novel Object Test,L,194.30285,6920.586,403.4615,2704.030098,11.711468,2.23552,25.191282,1.868498,2204.4253,2363.1799,Arena 8,103.535,6291.53,374.734,18.685,26.3925,4.43768,3.26987,NA,20.8871,NA
DO.0955,M,G8,CSDO-M-23,10/26/2011,5/2/2013,554,Novel Object Test,R,273.9681,3888.9483,284.87889,2752.5528,8.30813,0.033366,0.867516,NA,288.249,831.714,Arena 7,31.5309,3766.2,566.455,0,10.944,3.80372,3.36997,NA,86.4179,NA
DO.0956,M,G8,CSDO-M-24,10/23/2011,11/29/2012,403,Novel Object Test,R,102.879912,9403.831,474.7314,2700,2.83611,0.50049,0.400392,0.567222,1783.54713,1959.7183,Arena 7,287.848,8011.04,235.43,0,8.50833,11.4445,15.1815,1.60157,30.5299,48.8478
DO.0957,M,G8,CSDO-M-24,10/25/2011,11/29/2012,401,Novel Object Test,L,50.28261,8457.572,524.0922,2700,0.33366,NA,7.207054,0.700686,1929.7563,1894.920694,Arena 8,162.96,7429.27,357.817,0,12.8459,10.844,15.5152,3.67026,23.2561,36.6359
DO.0958,M,G8,CSDO-M-24A,10/22/2011,11/15/2012,390,Novel Object Test,L,163.59355,7912.25,435.07183,2763.0892,6.773302,0.233562,6.473002,2.869476,633.721,1581.515,Arena 4,210.873,5155.68,348.141,33.9332,44.6437,8.90872,21.1207,16.316,0,179.042
DO.0959,M,G8,CSDO-M-24,10/27/2011,11/29/2012,399,Novel Object Test,R,304.9112,13001.361,207.60336,2723.234,9.943066,13.613322,43.809588,66.998928,2916.688,2608.8206,Arena 1,54.2531,7595.37,528.784,0,3.57016,0.83415,3.2365,0.400392,293.721,303.23
DO.0962,M,G9,CSDO-M-25C,2/24/2012,8/29/2013,552,Novel Object Test,L,298.8259,5304.158,301.1741,2725.458928,1.301274,0.066732,3.87046,NA,1951.5114,217.1126,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0963,M,G9,CSDO-M-25,2/19/2012,8/29/2013,557,Novel Object Test,R,159.58962,7740.989,437.3742,2708.839,8.975456,1.901862,18.084366,0.66732,2694.5053,2827.1361,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0964,M,G9,CSDO-M-25D,2/21/2012,8/29/2013,555,Novel Object Test,R,185.09387,4122.386,414.90614,2750.322,4.037282,0.600588,8.841996,0.266928,1217.1585,1853.7214,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0967,M,G9,CSDO-M-26B,2/18/2012,9/12/2013,572,Novel Object Test,L,260.0545,6126.006,336.0416,2713.705,2.402352,NA,2.035326,0.734052,2125.4809,1925.8526,Arena 1,341.201,3237.02,247.008,2.60255,51.784,10.8106,25.3248,6.97349,77.1422,47.8468
DO.0969,M,G9,CSDO-M-26,2/21/2012,9/12/2013,569,Novel Object Test,R,213.642386,2106.3032,385.0229,2723.148026,2.235526,NA,0.200196,NA,1382.72,927.008,Arena 2,80.2119,4952.1,507.997,9.54268,16.2159,2.36899,11.6781,0.16683,20.4534,56.3218
DO.0970,M,G9,CSDO-M-26,2/21/2012,9/12/2013,569,Novel Object Test,L,140.30404,4558.009,438.1749,2719.518,0.934248,0.033366,2.869478,NA,1595.89725,1191.4334,Arena 3,92.2904,2879.92,495.919,59.3581,17.4504,0.600588,30.2296,0.233562,437.495,226.121
DO.0971,M,G9,CSDO-M-27,2/20/2012,3/7/2013,381,Novel Object Test,R,37.87041,4839.391,557.058,2700,7.106948,NA,0.633954,0.100098,1594.2612,516.27248,Arena 1,42.8086,4205.17,554.977,3.20314,51.9175,0.734052,11.3111,3.03631,55.1874,58.5907
DO.0972,M,G9,CSDO-M-27A,2/21/2012,9/12/2013,569,Novel Object Test,R,90.9224,3845.839,502.4586,2700,5.738956,5.97251,18.518082,0.467124,1301.608,2293.0451,Arena 4,99.2638,5564.03,478.135,5.07163,35.1344,17.317,48.1471,25.1246,265.994,180.21
DO.0973,M,G9,CSDO-M-27,2/22/2012,3/7/2013,379,Novel Object Test,L,184.94757,5822.573,409.7139,2705.73,11.844928,1.901858,18.01765,5.371922,2826.8651,2874.6801,Arena 2,260.121,4869.11,337.664,3.67026,45.578,22.155,29.4622,4.37095,9.77624,198.661
DO.0974,M,G9,CSDO-M-27,2/19/2012,3/7/2013,382,Novel Object Test,R,352.3241,3984.819,242.43738,2713.6532,17.550524,3.636892,9.075552,1.568202,2085.97945,975.2882,Arena 3,350.61,4367.66,245.273,1.26791,43.6761,15.682,47.2796,44.7772,18.8518,28.9283
DO.0975,M,G9,CSDO-M-27,2/23/2012,3/7/2013,378,Novel Object Test,L,388.3802,4096.448,206.38141,2776.65981,21.721262,NA,5.705588,NA,2771.413418,1599.7663,Arena 4,353.98,4782.06,243.171,5.80568,63.6623,34.5672,47.0461,16.1158,2.23552,38.5711
DO.0976,M,G9,CSDO-M-28,2/23/2012,8/29/2013,553,Novel Object Test,L,150.38059,5501.476,449.1856,2718.147,8.675166,1.201176,8.975466,0.033366,2869.3832,1879.6405,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0977,M,G9,CSDO-M-28,2/19/2012,8/29/2013,557,Novel Object Test,R,245.373472,3514.61,354.62653,2710.941928,6.506374,NA,8.174676,0.900882,1888.181,1411.116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0978,M,G9,CSDO-M-28,2/21/2012,8/29/2013,555,Novel Object Test,L,63.462044,4043.88,536.5379,2707.616,1.368008,NA,1.70167,NA,954.001,6.7733,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0979,M,G9,CSDO-M-28,2/22/2012,8/29/2013,554,Novel Object Test,R,158.2551,9879.089,435.2385,2700.538,2.50245,0.033366,1.935228,1.067712,2869.27545,3022.7929,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0980,M,G9,CSDO-M-28,2/18/2012,8/29/2013,558,Novel Object Test,L,33.532874,2224.4101,522.9913,2702.16879,1.501474,0.033366,NA,NA,879.095,182.345,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DO.0981,M,G9,CSDO-M-29,2/20/2012,2/28/2013,374,Novel Object Test,R,133.67683,7077.637,457.9149,2706.345966,11.144252,5.638852,2.502446,NA,2838.6691,1408.6118,Arena 1,111.242,6794.44,481.838,0,29.7625,3.50343,37.6035,0.133464,231.16,396.021
DO.0982,M,G9,CSDO-M-29A,2/20/2012,2/28/2013,374,Novel Object Test,R,23.18938,3946.72619,325.01823,2773.492,7.94111,NA,NA,NA,709.32709,256.751,Arena 5,84.0823,3355.21,438.096,0,20.053,12.6791,12.0451,2.96957,55.2875,377.603
DO.0983,M,G9,CSDO-M-29A,2/20/2012,2/28/2013,374,Novel Object Test,L,97.82912,5570.232,492.0944,2703.9325,4.370946,NA,2.669282,NA,2190.0773,697.082,Arena 6,145.175,7265.95,447.972,0.967614,14.3474,0.767418,6.473,0.433758,11.8449,131.762
DO.0984,M,G9,CSDO-M-29,2/22/2012,2/28/2013,372,Novel Object Test,L,126.03605,5521.436,473.964,2705.753758,3.269866,0.033366,4.437678,NA,1605.6384,2796.202928,Arena 2,206.169,5632.29,386.979,0,32.0647,1.06771,25.1913,3.30323,176.64,318.779
DO.0985,M,G9,CSDO-M-29,2/22/2012,2/28/2013,372,Novel Object Test,R,160.069434,5272.048,439.9304,2717.706,14.380742,4.304214,6.539732,1.301278,1646.945,1948.3406,Arena 3,232.795,4823.43,360.353,0,27.8272,5.105,32.6319,6.03925,535.758,47.3464
DO.0991,M,G9,CSDO-M-31,2/20/2012,2/28/2013,374,Novel Object Test,R,201.4098,7322.382,393.5187,2718.126,17.650614,0.467124,15.815486,1.034346,2899.3703,2878.9162,Arena 1,185.415,4603.29,407.599,5.37193,43.0088,0.133464,35.4347,9.00882,31.8312,25.2247
DO.0992,M,G9,CSDO-M-31,2/22/2012,2/28/2013,372,Novel Object Test,L,166.642546,5142.106,428.31924,2711.151,17.917534,0.367026,12.41215,0.033366,3047.75,1697.028,Arena 2,59.6584,3116.77,533.356,1.23454,84.5494,4.43768,26.4592,0.900882,32.1648,61.3934
DO.0993,M,G9,CSDO-M-31,2/23/2012,2/28/2013,371,Novel Object Test,R,272.8464,3185.571,321.7482,2752.473,23.756586,NA,13.580006,NA,1679.959,995.1406,Arena 3,262.157,4661.16,330.857,0,21.788,2.26889,26.893,3.10304,27.0598,257.052
DO.0995,M,G9,CSDO-M-31,2/22/2012,2/28/2013,372,Novel Object Test,L,285.1459,3168.825,283.7571,2730.46916,1.801764,NA,4.571136,NA,2317.5345,1909.01776,Arena 4,299.059,4717.28,295.423,6.07261,8.64179,7.50735,14.0471,9.04219,7.84101,25.8253
DO.1001,M,G9,CSDO-33C,2/18/2012,2/28/2013,376,Novel Object Test,R,135.31177,5991.013,454.5784,2702.14649,9.042178,5.405292,9.042184,NA,2659.8341,2011.191,Arena 4,314.374,7563.04,251.146,14.0137,28.0608,14.6477,35.5348,15.2816,32.3984,123.521
DO.1002,M,G9,CSDO-M-33,2/20/2012,9/5/2013,563,Novel Object Test,R,155.585634,3131.373,443.0129,2400.586,6.039248,NA,4.304216,NA,1916.2762,478.0017,Arena 1,302.963,2491.71,289.216,0,12.3788,1.83513,5.57212,1.60157,171.067,178.441
DO.1003,M,G9,CSDO-M-33B,2/19/2012,9/5/2013,564,Novel Object Test,L,67.399352,6595.77,531.1992,2710.3,4.170748,NA,6.139344,NA,1881.3086,1972.164,Arena 1,104.102,7774.87,489.913,4.30421,33.2993,4.17075,36.8694,4.03729,4.13738,19.2188
DO.1004,M,G9,CSDO-M-33A,2/19/2012,8/15/2013,543,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,599.954,1147.26,0.100098,0.033366,NA,NA,0.100098,0.200196,NA,55.9881
DO.1006,M,G9,CSDO-M-34,2/23/2012,9/12/2013,567,Novel Object Test,L,151.94891,3151.15,448.0511,2712.489,13.54659,NA,6.005884,0.367026,2619.098,1628.727,Arena 5,206.402,3954.44,381.807,0,12.2787,4.03729,20.9538,3.40333,138.402,167.23
DO.1007,M,G9,CSDO-M-34,2/21/2012,9/12/2013,569,Novel Object Test,R,95.43942,4783.801,504.5605,2708.415,25.791918,4.304212,4.804704,0.033366,1848.2816,1230.8712,Arena 6,60.1589,8820.93,504.394,3.16977,38.9715,37.1697,28.9617,6.20608,7.47398,127.491
DO.1008,M,G9,CSDO-M-34A,2/24/2012,9/12/2013,566,Novel Object Test,R,105.603422,5608.575,447.651,2703.196882,2.33562,NA,0.700686,NA,454.578,1245.786,Arena 7,47.7467,4641.55,536.892,0,7.14032,0.100098,5.13836,NA,580.402,NA
DO.1010,M,G9,CSDO-M-34,2/23/2012,9/12/2013,567,Novel Object Test,L,79.87819,11359.142,512.8814,2700.465,12.645714,2.535814,7.507362,0.233562,1500.8706,2500.5118,Arena 7,167.264,7783.15,420.945,0,15.2483,7.84101,45.1108,4.97153,65.364,61.1932
DO.1011,M,G9,CSDO-M-35B,2/18/2012,9/12/2013,572,Novel Object Test,R,69.067598,10996.295,530.8657,2711.293,12.912638,2.035326,22.822336,1.33464,2097.9449,2117.97304,Arena 8,172.135,11886,399.057,0,9.47594,11.1109,22.9558,26.4259,27.1266,28.6614
DO.1012,M,G9,CSDO-M-35,2/20/2012,3/7/2013,381,Novel Object Test,R,21.52108,7051.124,575.3758,2700,2.202156,0.033366,0.767418,NA,478.1016,867.449,Arena 1,27.627,4762.18,571.026,0,26.5927,11.211,5.27183,2.10206,62.6947,88.0862
DO.1013,M,G9,CSDO-M-35,2/20/2012,3/7/2013,381,Novel Object Test,L,119.283416,5412.112,477.7803,2704.509,2.502446,0.033366,10.510292,0.367026,1964.023,1890.5178,Arena 2,146.844,6681.75,451.809,0,9.9097,1.26791,9.10892,0.133464,10.844,12.8125
DO.1014,M,G9,CSDO-M-35,2/20/2012,3/7/2013,381,Novel Object Test,R,233.228154,12889.687,363.7688,2709.19097,14.380756,3.93719,11.010772,2.736008,2472.1206,1349.9882,Arena 3,154.384,11378.6,444.001,0,15.7821,19.2855,12.8125,12.0118,5.03827,114.279
DO.1015,M,G9,CSDO-M-35A,2/19/2012,9/12/2013,571,Novel Object Test,L,306.6794,8003.399,290.2176,2719.8595,10.910684,3.303238,13.413136,1.468102,2857.1295,2716.4919,Arena 8,262.323,8259.02,325.352,0,70.7693,20.6869,23.4229,5.43866,26.0588,24.9578
DO.1016,M,G9,CSDO-M-36,2/22/2012,9/5/2013,561,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,373.099,1755.63,219.081,0,2.13542,NA,1.63493,NA,NA,NA
DO.1017,M,G9,CSDO-M-36A,2/18/2012,9/5/2013,565,Novel Object Test,R,155.719112,3480.717,438.7088,2722.4782,17.85081,0.100098,1.33464,0.300294,2809.30524,1095.5066,Arena 3,248.009,3831.38,346.005,18.0844,51.4504,9.27575,47.2129,3.50343,32.365,9.17565
DO.1018,M,G9,CSDO-M-36B,2/19/2012,9/5/2013,564,Novel Object Test,L,73.8515,3300.709,520.5764,2715.601,21.821396,3.403334,3.1364,NA,2790.4994,1054.532,Arena 6,51.2168,5678.07,542.798,0,43.6761,17.5505,21.2541,1.6683,103.968,449.307
DO.1019,M,G9,CSDO-M-36,2/20/2012,9/5/2013,563,Novel Object Test,R,204.53349,3647.898,389.8944,2721.01227,28.794848,3.169776,5.738942,NA,2501.5558,1439.643,Arena 6,327.387,4520.43,264.793,2.53582,22.6555,8.30813,31.1305,6.07261,133.397,123.621
DO.1020,M,G9,CSDO-M-36,2/20/2012,9/5/2013,563,Novel Object Test,L,79.878158,4318.361,517.7862,2717.09452,5.104994,0.033366,9.842964,0.100098,550.7387,2247.19996,Arena 7,149.647,2649.18,434.892,0,13.2129,3.03631,41.0402,1.93523,30.2296,204.333
DO.1021,M,G10,CSDO-M-37,5/15/2012,6/20/2013,401,Novel Object Test,R,168.56502,4328.929,429.7333,2703.463588,15.91558,0.367026,20.520098,3.603536,2570.233,2511.5992,Arena 1,178.375,4394.65,419.944,0,84.416,43.5426,40.0726,31.8312,37.837,46.5789
DO.1022,M,G10,CSDO-M-37A,5/15/2012,6/20/2013,401,Novel Object Test,L,203.1115,8615.941,394.7531,2732.5245,14.247276,9.976438,3.603524,6.306176,2578.55697,2723.9398,Arena 2,112.977,15566.2,483.64,0.100098,42.6417,33.5662,47.4798,34.9676,5.87242,22.9558
DO.1023,M,G10,CSDO-M-37B,5/17/2012,6/20/2013,399,Novel Object Test,L,258.46561,3285.148,339.8326,2740.068664,12.97938,0.033366,22.121664,NA,1863.725,2115.937,Arena 2,263.091,3116.12,335.228,0.900882,66.8655,11.6447,30.0961,1.03435,101.566,364.724
DO.1024,M,G10,CSDO-M-37,5/17/2012,6/20/2013,399,Novel Object Test,R,199.32842,10845.17,398.4359,2701.2233,19.085358,33.93324,11.344448,15.31499,2509.94591,2548.12691,Arena 1,189.853,15014.4,399.424,0,55.3208,64.8301,38.9715,49.2148,17.2169,13.9136
DO.1025,M,G10,CSDO-M-37,5/13/2012,6/20/2013,403,Novel Object Test,R,90.434404,4242.411,507.864,2700.186,5.371928,0.133464,0.900882,NA,1451.7217,698.217,Arena 3,24.3572,2290.8,573.962,0,7.44062,NA,1.6683,NA,NA,NA
DO.1026,M,G10,CSDO-M-38A,5/14/2012,6/14/2013,396,Novel Object Test,L,225.75412,5782.242,372.5108,2708.8112,16.916554,0.300294,7.707546,0.100098,2892.3665,2570.38407,Arena 1,206.302,6406.03,392.117,0,35.5348,16.3493,25.6585,2.36899,57.9901,128.292
DO.1027,M,G10,CSDO-M-38,5/16/2012,6/20/2013,400,Novel Object Test,R,170.033162,4459.0731,428.06505,2761.1999,10.076536,0.33366,5.171736,3.636894,1945.0373,2111.505,Arena 3,237.166,6565.72,361.254,0,23.3562,10.0432,10.7439,4.20412,47.7134,11.9784
DO.1028,M,G10,CSDO-M-38A,5/15/2012,6/20/2013,401,Novel Object Test,R,118.54942,5084.166,467.8707,2705.84366,4.070652,0.066732,1.368006,0.50049,1761.191,2410.8602,Arena 2,96.995,4000.64,501.424,0.867516,50.7831,18.8518,41.8076,7.50735,84.4827,283.411
DO.1029,M,G10,CSDO-M-38B,5/15/2012,6/20/2013,401,Novel Object Test,L,79.05667,4961.11,519.0415,2708.33713,12.358,NA,22.622152,NA,2199.287,2071.561,Arena 4,284.712,5206.62,313.64,1.03435,27.5603,23.3228,30.6634,10.0098,68.6005,62.7614
DO.1031,M,G10,CSDO-M-39,5/16/2012,11/21/2013,554,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,35.9685,5547.68,551.073,0,0.367026,1.03435,0.33366,0.734052,189.853,236.632
DO.1032,M,G10,CSDO-M-39,5/13/2012,11/21/2013,557,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,87.8527,8049.84,510.466,0.100098,78.6103,35.8684,15.1482,1.5682,104.903,167.664
DO.1033,M,G10,CSDO-M-39,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,32.0314,6782.01,556.812,2.13542,9.54268,2.00196,1.60157,0.800784,140.805,173.67
DO.1035,M,G10,CSDO-M-39,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,39.2384,5607.84,540.162,1.7684,5.53876,1.36801,1.4681,0.633954,40.3395,582.47
DO.1037,M,G10,CSDO-M-40,5/13/2012,12/20/2012,221,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 3,424.315,7550.28,173.336,0.033366,15.0147,4.77134,29.1619,28.5279,0.83415,26.259
DO.1038,M,G10,CSDO-M-40,5/9/2012,12/20/2012,225,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 4,362.655,7140.92,234.997,0,27.1266,18.4514,70.7026,35.6349,22.1884,6.73993
DO.1039,M,G10,CSDO-M-40,5/11/2012,12/20/2012,223,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,147.344,8407.19,447.538,0.66732,31.631,48.7811,79.0107,17.05,13.0795,21.8881
DO.1040,M,G10,CSDO-M-40,5/12/2012,12/20/2012,222,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,305.733,9085.67,294.288,0,27.0598,19.7193,26.3591,16.3827,10.4102,13.4465
DO.1041,M,G10,CSDO-M-41,5/16/2012,12/20/2012,218,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,196.993,6713.46,400.692,0,68.6339,31.1305,40.7065,20.6869,11.7115,106.037
DO.1042,M,G10,CSDO-M-41,5/15/2012,12/20/2012,219,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 3,322.816,8360.85,269.03,0,35.9018,11.6114,32.4318,15.8155,155.119,162.626
DO.1043,M,G10,CSDO-M-41,5/12/2012,12/20/2012,222,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,169.099,6114.79,425.383,0,35.8017,12.9126,41.6741,25.3582,19.3523,11.4445
DO.1044,M,G10,CSDO-M-41,5/15/2012,12/18/2012,217,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 4,59.3247,4851.58,536.559,0,2.10206,1.40137,3.77036,5.50539,5.90578,1.33464
DO.1045,M,G10,CSDO-M-41,5/17/2012,12/20/2012,217,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,162.559,6114.52,401.126,0.66732,33.3326,10.1766,60.8596,15.2816,19.8194,23.4563
DO.1046,M,G10,CSDO-M-42,5/15/2012,12/5/2013,569,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,41.0068,3801.61,554.71,2.03533,11.3444,0.133464,3.80372,1.00098,106.271,77.8095
DO.1047,M,G10,CSDO-M-42A,5/14/2012,12/5/2013,570,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 8,7.80764,4127.42,587.242,0,0.83415,0.100098,0.133464,0.033366,503.293,481.905
DO.1048,M,G10,CSDO-M-42,5/14/2012,12/5/2013,570,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,29.8626,6120.58,565.854,0,1.4681,0.100098,8.30813,0.533856,446.137,168.532
DO.1049,M,G10,CSDO-M-42B,5/16/2012,12/5/2013,568,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,176.706,4618.46,419.577,0,42.7085,39.7723,35.4681,20.787,35.8017,41.4406
DO.1051,M,G10,CSDO-M-43,5/15/2012,6/27/2013,408,Novel Object Test,R,205.68057,5034.74,388.8807,2701.5649,0.100098,NA,0.800784,NA,32.9656,520.0092,Arena 2,39.105,3839.85,560.949,2.56918,48.7811,5.87242,27.7271,3.03631,70.0352,506.596
DO.1053,M,G10,CSDO-M-43B,5/13/2012,6/27/2013,410,Novel Object Test,R,225.78775,11139.458,365.40354,2741.966,19.819402,1.201176,28.060774,14.380744,2487.0355,2942.179324,Arena 6,139.97,9665.06,431.99,0,29.4955,16.1491,51.5171,7.64081,28.3277,6.94013
DO.1054,M,G10,CSDO-M-43,5/15/2012,6/27/2013,408,Novel Object Test,L,113.778144,5374.131,480.7498,2712.281,4.70461,0.867516,14.58095,3.87046,2270.4706,2040.1642,Arena 1,199.896,5129.01,400.158,0,12.8125,0.567222,14.8479,0.800784,200.797,205.134
DO.1055,M,G10,CSDO-M-43A,5/13/2012,6/27/2013,410,Novel Object Test,L,142.63964,2839.704,455.7922,2709.623,3.336608,NA,10.51029,NA,1234.40849,1309.649,Arena 7,154.685,4298.74,422.614,0.433758,18.5515,1.40137,40.8733,2.70265,131.929,112.777
DO.1056,M,G10,CSDO-M-44A,5/12/2012,12/5/2013,572,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,167.597,5803.97,429.254,0,24.5574,3.00294,14.681,0.367026,279.774,116.547
DO.1057,M,G10,CSDO-M-44,5/12/2012,12/5/2013,572,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,266.928,10079.1,318.912,5.50539,21.6545,26.4592,39.9057,12.6123,3.67026,43.9097
DO.1058,M,G10,CSDO-M-44,5/16/2012,12/5/2013,568,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,254.349,9327.7,305.532,0,22.6889,10.2434,27.3935,12.2787,29.1952,38.8714
DO.1059,M,G10,CSDO-M-44,5/14/2012,12/5/2013,570,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 6,163.16,6456.58,379.038,3.63689,14.8812,9.74287,2.40235,0.233562,0.16683,463.387
DO.1060,M,G10,CSDO-M-44,5/15/2012,12/5/2013,569,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 7,141.672,8814.45,381.173,2.90284,16.1825,3.3366,56.4553,1.53484,53.0853,211.574
DO.1066,M,G10,CSDO-M-46,5/15/2012,6/27/2013,408,Novel Object Test,R,196.19209,3856.667,398.3692,2715.29656,9.776236,0.533856,8.341506,1.50147,2459.70828,1798.3933,Arena 3,189.219,3964.75,410.168,0,23.8233,9.40921,56.3552,7.87438,91.8566,89.1873
DO.1067,M,G10,CSDO-M-46,5/16/2012,6/27/2013,407,Novel Object Test,L,4.037278,1700.722,590.524,2700,1.50147,NA,18.151106,NA,1517.151,1169.1448,Arena 4,181.811,3583.3,417.575,0.83415,46.1452,16.5829,45.1108,4.10402,1.23454,156.954
DO.1068,M,G10,CSDO-M-46,5/16/2012,6/27/2013,407,Novel Object Test,R,200.16263,4662.529,394.3987,2703.6843,11.678098,0.066732,5.738952,0.83415,961.2413,2358.909,Arena 5,261.556,7262.84,337.797,2.86948,17.5839,4.60451,38.2374,7.30715,32.1648,43.6094
DO.1069,M,G10,CSDO-M-46A,5/17/2012,6/27/2013,406,Novel Object Test,R,179.14196,6523.931,396.8679,2702.029366,9.442576,8.708532,8.241388,3.2365,2381.6969,2854.1258,Arena 8,140.938,4564.08,409.501,0.83415,42.0078,14.948,41.9744,10.8106,55.6211,66.8655
DO.1070,M,G10,CSDO-M-46,5/12/2012,6/27/2013,411,Novel Object Test,L,250.95823,2738.8195,343.60316,2763.623,8.308132,NA,14.947972,0.033366,2823.3738,1886.415,Arena 6,266.06,7022.92,331.424,7.87438,28.5279,7.70755,54.2865,10.944,37.7369,61.26
DO.1071,M,G10,CSDO-M-47,5/18/2012,11/21/2013,552,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 1,261.289,13613.3,338.331,0.033366,48.0804,19.0854,20.2865,35.6683,9.10892,33.4995
DO.1074,M,G10,CSDO-M-47,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 2,53.9862,10422.5,546.035,0,10.5103,11.6114,14.681,2.06869,115.58,119.117
DO.1075,M,G10,CSDO-M-47,5/15/2012,11/21/2013,555,Novel Object Test,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arena 5,88.3865,7189.32,490.78,0.100098,12.6457,6.94013,7.44062,1.60157,61.5269,53.8527
DO.1082,F,G11,CSDO-F-49,8/23/2012,3/20/2014,574,Novel Object Test,R,24.824314,2883.462,518.1532,2700.045,0.867516,NA,0.567222,0.266928,2003.3276,1344.1163,Arena 1,6.23944,1904.74,586.908,0.16683,0.266928,NA,NA,0.033366,NA,512.402
DO.1083,F,G11,CSDO-F-49,8/22/2012,3/20/2014,575,Novel Object Test,L,110.808514,5568.149,453.4899,2706.309,6.973492,NA,18.651594,NA,2914.0874,2529.2763,Arena 2,155.686,5825.51,443.534,0,71.4366,16.4828,74.6064,5.40529,36.4357,82.5808
