Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.cells,Viable.cells,CD11b.,Eosinophils,Eosinophils...of.viable.,Granulocytes,Granulocytes....of.viable.,Monocytes,Monocytes....of.viable.,Inflammitory.Monocytes,Other.Monocytes,Resident.Monocytes
DO.0295,M,G7,LGDO-M-11,6/27/2011,2/19/2013,603,FCM (M) 85wks,96.3,63.9,17.9,7.75,1.39,22.4,4.01,67.9,12.2,42.8,6.77,50.5
DO.0296,M,G7,LGDO-M-12,6/30/2011,2/21/2012,236,FCM (M) 33wks,90.2,50.7,20.7,11.4,2.37,22.6,4.67,63.5,13.1,64.7,6.14,29.2
DO.0296,M,G7,LGDO-M-12,6/30/2011,8/21/2012,418,FCM (M) 59wks,85.4,69.4,42,5.35,2.24,42.5,17.8,50.5,21.2,64.5,6.74,28.7
DO.0296,M,G7,LGDO-M-12,6/30/2011,2/19/2013,600,FCM (M) 85wks,91.3,70.5,60.3,3.58,2.16,67.3,40.6,28.1,16.9,32.9,23.1,44
DO.0297,M,G7,LGDO-M-12A,6/25/2011,2/14/2012,234,FCM (M) 33wks,91.2,70.1,39.7,4.46,1.77,65.1,25.8,28.4,11.3,28.2,49.1,22.7
DO.0297,M,G7,LGDO-M-12A,6/25/2011,8/21/2012,423,FCM (M) 59wks,91.5,48,34.2,6.06,2.07,60,20.5,32.6,11.1,44.3,9.77,46
DO.0297,M,G7,LGDO-M-12A,6/25/2011,2/19/2013,605,FCM (M) 85wks,96.6,65.5,51.9,7,3.63,64.6,33.5,27.5,14.3,39.1,37.9,22.9
DO.0299,M,G7,LGDO-M-12,6/29/2011,2/14/2012,230,FCM (M) 33wks,94,52.2,17.6,7.16,1.26,56.6,9.96,33.3,5.85,54.8,16.7,28.5
DO.0299,M,G7,LGDO-M-12,6/29/2011,8/21/2012,419,FCM (M) 59wks,91.7,61.1,26.5,12.1,3.2,54,14.3,32.5,8.61,68,7.72,24.3
DO.0299,M,G7,LGDO-M-12,6/29/2011,2/19/2013,601,FCM (M) 85wks,93,70,61.5,5.14,3.16,55.3,34,37.6,23.2,37.7,44.5,17.9
DO.0300,M,G7,LGDO-M-12,7/1/2011,2/21/2012,235,FCM (M) 33wks,93.9,75.6,24.7,6.03,1.49,65.8,16.3,25.7,6.35,65.5,7.51,27
DO.0300,M,G7,LGDO-M-12,7/1/2011,8/21/2012,417,FCM (M) 59wks,91.7,71.9,26.6,4.56,1.22,69.5,18.5,24.9,6.63,66.6,4.64,28.8
DO.0300,M,G7,LGDO-M-12,7/1/2011,2/19/2013,599,FCM (M) 85wks,95.3,37.4,74.5,3.72,2.78,79.3,59.1,13.4,10,73.8,20.4,5.87
DO.0301,M,G8,LGDO-M-13,10/24/2011,6/13/2012,233,FCM (M) 33wks,92.4,51.4,23.9,7.34,1.76,55.3,13.2,34.3,8.21,73,7.29,19.7
DO.0301,M,G8,LGDO-M-13,10/24/2011,12/4/2012,407,FCM (M) 59wks,94.4,68.4,19.7,9.05,1.79,60.6,12,29.9,5.9,69.9,10.3,19.8
DO.0301,M,G8,LGDO-M-13,10/24/2011,6/4/2013,589,FCM (M) 85wks,94.1,75.4,31.3,3.23,1.01,72.9,22.8,23.6,7.4,31.2,39,29.8
DO.0302,M,G8,LGDO-M-13,10/24/2011,6/13/2012,233,FCM (M) 33wks,90.6,63.9,34.9,14.1,4.93,63.7,22.2,19,6.63,45.9,36.3,17.7
DO.0302,M,G8,LGDO-M-13,10/24/2011,12/4/2012,407,FCM (M) 59wks,93.5,72.4,23.9,19.9,4.74,57.8,13.8,21.7,5.19,19.3,54.2,26.5
DO.0302,M,G8,LGDO-M-13,10/24/2011,6/4/2013,589,FCM (M) 85wks,94.4,80.5,30.6,14.6,4.45,66.2,20.3,18.8,5.75,4.84,75.1,20
DO.0303,M,G8,LGDO-M-13,10/22/2011,6/13/2012,235,FCM (M) 33wks,84.3,31,24.1,5.17,1.25,49.4,11.9,40.5,9.76,50,8.67,41.4
DO.0303,M,G8,LGDO-M-13,10/22/2011,12/4/2012,409,FCM (M) 59wks,94.1,64.3,28.5,3.43,0.98,53.7,15.3,42.2,12,37.5,7.6,54.9
DO.0303,M,G8,LGDO-M-13,10/22/2011,6/4/2013,591,FCM (M) 85wks,89.8,71.2,23.4,3.9,0.913,55.3,13,40.6,9.5,36.6,16,47.4
DO.0304,M,G8,LGDO-M-13,10/26/2011,6/13/2012,231,FCM (M) 33wks,92.3,51.4,20.4,12.2,2.49,56.8,11.6,28.1,5.74,53,11.8,35.1
DO.0304,M,G8,LGDO-M-13,10/26/2011,12/4/2012,405,FCM (M) 59wks,95.3,61.4,19,10.2,1.94,56.9,10.8,32,6.07,41.7,19.6,38.7
DO.0304,M,G8,LGDO-M-13,10/26/2011,6/4/2013,587,FCM (M) 85wks,94.5,65.8,24,12.8,3.07,53,12.7,33.7,8.08,36.2,28.9,34.9
DO.0305,M,G8,LGDO-M-13,10/22/2011,6/13/2012,235,FCM (M) 33wks,90.1,56,34.6,3.4,1.18,58.1,20.1,32.7,11.3,56.3,7.36,36.3
DO.0305,M,G8,LGDO-M-13,10/22/2011,12/4/2012,409,FCM (M) 59wks,93.2,77.3,45.8,0.82,0.37,35.3,16.2,62.5,28.7,41.6,10.6,47.8
DO.0305,M,G8,LGDO-M-13,10/22/2011,6/4/2013,591,FCM (M) 85wks,92.3,76.3,58,1.89,1.1,23.3,13.5,74.4,43.1,9.22,33,57.8
DO.0306,M,G8,LGDO-M-14,10/25/2011,6/13/2012,232,FCM (M) 33wks,88.8,54.8,37.6,5.69,2.14,60.6,22.8,30.9,11.6,62.9,3.96,33.1
DO.0306,M,G8,LGDO-M-14,10/25/2011,12/4/2012,406,FCM (M) 59wks,94.1,54.7,33.3,13.7,4.56,62.3,20.7,22.7,7.54,64.9,8.31,26.8
DO.0306,M,G8,LGDO-M-14,10/25/2011,6/4/2013,588,FCM (M) 85wks,95.1,80.1,34.4,17.5,6.02,61.5,21.1,20.8,7.15,28.2,37.6,34.2
DO.0307,M,G8,LGDO-M-14A,10/27/2011,6/13/2012,230,FCM (M) 33wks,94.1,68.8,19.8,15.5,3.07,41.1,8.13,39.1,7.73,45.4,18,36.5
DO.0307,M,G8,LGDO-M-14A,10/27/2011,12/11/2012,411,FCM (M) 59wks,95.2,71.8,24.5,12.7,3.12,43.2,10.6,42.2,10.3,52.5,12.2,35.3
DO.0307,M,G8,LGDO-M-14A,10/27/2011,6/4/2013,586,FCM (M) 85wks,96.5,75.4,29.6,12.1,3.59,53.2,15.8,33.9,10.1,13.3,32,54.7
DO.0308,M,G8,LGDO-M-14B,10/24/2011,6/13/2012,233,FCM (M) 33wks,90.9,49.9,21.9,8.57,1.88,34,7.46,53.2,11.7,53,10.3,36.7
DO.0308,M,G8,LGDO-M-14B,10/24/2011,12/4/2012,407,FCM (M) 59wks,93.5,70.5,18.2,10.3,1.88,44.3,8.04,44.4,8.07,60.8,14.7,24.5
DO.0308,M,G8,LGDO-M-14B,10/24/2011,6/4/2013,589,FCM (M) 85wks,95.1,68.3,23.6,6.47,1.53,56.5,13.4,36.5,8.63,38.1,34.1,27.8
DO.0309,M,G8,LGDO-M-14D,10/27/2011,6/13/2012,230,FCM (M) 33wks,91.4,55.3,52.4,4.37,2.29,80.9,42.4,13.2,6.91,53,31.5,15.5
DO.0309,M,G8,LGDO-M-14D,10/27/2011,12/4/2012,404,FCM (M) 59wks,91.9,75.3,30.2,8.05,2.43,72.5,21.9,19,5.74,34.8,39,26.1
DO.0309,M,G8,LGDO-M-14D,10/27/2011,6/4/2013,586,FCM (M) 85wks,94.5,78.7,40.7,7.44,3.03,77.2,31.4,15.1,6.14,11.5,70.8,17.7
DO.0310,M,G8,LGDO-M-14,10/25/2011,6/13/2012,232,FCM (M) 33wks,89.7,58.5,61.4,4.34,2.66,60.3,37,33,20.3,75.9,8.7,15.4
DO.0311,M,G8,LGDO-M-15,10/24/2011,6/13/2012,233,FCM (M) 33wks,90.4,49.1,29.5,11.5,3.38,48.4,14.3,37.7,11.1,59.2,5.99,34.8
DO.0311,M,G8,LGDO-M-15,10/24/2011,12/4/2012,407,FCM (M) 59wks,92.3,62.7,23.8,9.75,2.32,53.2,12.6,35.9,8.53,58.4,7.79,33.8
DO.0311,M,G8,LGDO-M-15,10/24/2011,6/4/2013,589,FCM (M) 85wks,94.2,76.6,30.3,15,4.56,50.8,15.4,33.2,10,39,33.2,27.8
DO.0312,M,G8,LGDO-M-15,10/22/2011,6/13/2012,235,FCM (M) 33wks,89.7,56,25,4.39,1.1,38,9.52,55.1,13.8,33.3,6.55,60.1
DO.0312,M,G8,LGDO-M-15,10/22/2011,12/4/2012,409,FCM (M) 59wks,89.5,69.2,29.6,4.92,1.45,45.7,13.5,48.7,14.4,36.3,7.92,55.8
DO.0312,M,G8,LGDO-M-15,10/22/2011,6/4/2013,591,FCM (M) 85wks,91.2,77,38.3,3.42,1.31,41.5,15.9,54.7,21,14.6,26,59.4
DO.0313,M,G8,LGDO-M-15,10/22/2011,6/13/2012,235,FCM (M) 33wks,92.7,63.6,52.2,1.53,0.8,75.5,39.4,20.9,10.9,71.2,7.86,20.9
DO.0313,M,G8,LGDO-M-15,10/22/2011,12/4/2012,409,FCM (M) 59wks,93.9,58,41.5,2.43,1.01,64.7,26.8,31.8,13.2,45.9,8.71,45.4
DO.0313,M,G8,LGDO-M-15,10/22/2011,6/4/2013,591,FCM (M) 85wks,94.6,42,47.1,3.44,1.62,71.8,33.8,23.7,11.2,38.8,25.7,35.5
DO.0314,M,G8,LGDO-M-15,10/26/2011,6/13/2012,231,FCM (M) 33wks,93.8,61.7,28.3,26.6,7.54,45.8,13,25.4,7.21,1.89,61.1,37
DO.0314,M,G8,LGDO-M-15,10/26/2011,12/4/2012,405,FCM (M) 59wks,93.4,67.9,37.7,7.5,2.82,48.1,18.1,44,16.6,1.55,47.9,50.5
DO.0315,M,G8,LGDO-M-15,10/22/2011,6/13/2012,235,FCM (M) 33wks,92.8,62.1,29.2,6.91,2.02,54.2,15.8,34.5,10.1,66.2,16.4,17.4
DO.0315,M,G8,LGDO-M-15,10/22/2011,12/4/2012,409,FCM (M) 59wks,93.7,63.9,34.9,4.25,1.49,52.6,18.4,42.6,14.9,71,16.8,12.3
DO.0315,M,G8,LGDO-M-15,10/22/2011,6/4/2013,591,FCM (M) 85wks,94.9,66.5,25.6,8.28,2.12,59.5,15.2,31.7,8.1,23.6,57.6,18.8
DO.0316,M,G8,LGDO-M-16,10/25/2011,6/13/2012,232,FCM (M) 33wks,86.2,58.2,47.8,4.99,2.38,67.3,32.1,22.9,11,58.3,6.52,35.2
DO.0316,M,G8,LGDO-M-16,10/25/2011,12/4/2012,406,FCM (M) 59wks,85.8,64.5,43.7,9.76,4.26,61.6,26.9,27.3,11.9,49,12.7,38.3
DO.0316,M,G8,LGDO-M-16,10/25/2011,6/11/2013,595,FCM (M) 85wks,86.3,55.4,62.5,5.51,3.44,68.9,43.1,24.7,15.4,13.4,39.9,46.7
DO.0317,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (M) 33wks,92.4,71.6,24.6,12.2,2.99,43.4,10.7,39.7,9.78,16.9,53.5,29.6
DO.0317,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (M) 59wks,92.7,69.4,33,9.4,3.1,45.4,15,44.8,14.8,17.9,57.7,24.3
DO.0317,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (M) 85wks,93,78.9,39.9,6.13,2.45,56.1,22.4,37.4,14.9,2.21,82.7,15.1
DO.0318,M,G8,LGDO-M-16,10/24/2011,6/13/2012,233,FCM (M) 33wks,90,60.2,26.6,3.02,0.8,64.2,17.1,31.4,8.36,68.1,9.38,22.5
DO.0318,M,G8,LGDO-M-16,10/24/2011,12/4/2012,407,FCM (M) 59wks,95.2,44,20.3,1.87,0.38,59.2,12,38.1,7.75,77,6.6,16.4
DO.0318,M,G8,LGDO-M-16,10/24/2011,6/11/2013,596,FCM (M) 85wks,92.5,73,17.6,9.45,1.67,70.8,12.5,19.4,3.42,49,28.3,22.7
DO.0319,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (M) 33wks,90.5,62.5,41.2,3.31,1.36,61.6,25.4,32.2,13.3,74.3,8.8,16.9
DO.0319,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (M) 59wks,91,69.6,37.8,6.9,2.61,65.8,24.9,26.8,10.1,73.5,9.25,17.2
DO.0319,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (M) 85wks,92.1,76.4,31.7,5.78,1.83,75.7,24,17.9,5.67,44.5,35,20.5
DO.0320,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (M) 33wks,89.4,55.8,46.5,7.28,3.38,55.4,25.7,32.3,15,66.9,11.8,21.3
DO.0320,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (M) 59wks,91.3,53.9,53.4,5.02,2.68,54.4,29.1,39.9,21.3,54.4,8.44,37.2
DO.0320,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (M) 85wks,90.8,50.8,69.1,35.2,24.3,56.8,39.3,7.45,5.15,44.4,48.1,7.5
DO.0321,M,G8,LGDO-M-17,10/23/2011,6/12/2012,233,FCM (M) 33wks,92,16,17.6,9.73,1.72,49.4,8.71,36.1,6.37,55,10.6,34.4
DO.0321,M,G8,LGDO-M-17,10/23/2011,12/11/2012,415,FCM (M) 59wks,93.8,66.7,18.1,10,1.82,56.5,10.2,31.9,5.77,47,9.39,43.6
DO.0321,M,G8,LGDO-M-17,10/23/2011,6/11/2013,597,FCM (M) 85wks,94.6,64.5,26.6,21.4,5.7,63.8,17,14.8,3.94,28.9,14,57.1
DO.0322,M,G8,LGDO-M-17,10/24/2011,6/12/2012,232,FCM (M) 33wks,93.2,11.1,12.3,7.6,0.93,44.1,5.42,41.2,5.06,41.8,15.6,42.6
DO.0322,M,G8,LGDO-M-17,10/24/2011,12/11/2012,414,FCM (M) 59wks,93,67.5,20,6.63,1.32,38.8,7.74,53.5,10.7,42,15.9,42.2
DO.0322,M,G8,LGDO-M-17,10/24/2011,6/11/2013,596,FCM (M) 85wks,93.2,74.1,23.7,3.52,0.835,47.3,11.2,48.8,11.6,23.5,36.2,40.3
DO.0323,M,G8,LGDO-M-17,10/24/2011,6/12/2012,232,FCM (M) 33wks,93.8,14,17.2,12.1,2.07,63.7,10.9,21.1,3.62,33.8,27.4,38.8
DO.0323,M,G8,LGDO-M-17,10/24/2011,12/11/2012,414,FCM (M) 59wks,94.2,55,30.8,15.8,4.86,29.9,9.21,51.8,16,61.4,12.4,26.2
DO.0323,M,G8,LGDO-M-17,10/24/2011,6/11/2013,596,FCM (M) 85wks,92.7,83.8,63.7,5.58,3.56,70.1,44.6,23.4,14.9,0.537,90.6,8.87
DO.0324,M,G8,LGDO-M-17,10/22/2011,6/12/2012,234,FCM (M) 33wks,91.2,13.7,11.8,7.46,0.88,50.9,5.99,33.8,3.98,6.9,39.6,53.5
DO.0324,M,G8,LGDO-M-17,10/22/2011,12/11/2012,416,FCM (M) 59wks,92.5,62.7,26.6,2.18,0.58,28.7,7.64,68.4,18.2,25,8.72,66.3
DO.0324,M,G8,LGDO-M-17,10/22/2011,6/11/2013,598,FCM (M) 85wks,91.4,67.1,42.5,3.11,1.32,36.6,15.5,60,25.5,19.2,28.3,52.5
DO.0325,M,G8,LGDO-M-17,10/22/2011,6/12/2012,234,FCM (M) 33wks,94,11.6,12.9,9.93,1.28,43.6,5.63,41.3,5.32,62.6,12,25.5
DO.0325,M,G8,LGDO-M-17,10/22/2011,12/11/2012,416,FCM (M) 59wks,95.1,59.6,26.1,8.9,2.32,42.5,11.1,48.1,12.6,58,13.5,28.5
DO.0326,M,G8,LGDO-M-18,10/22/2011,6/12/2012,234,FCM (M) 33wks,95.4,15.3,12.2,16.4,2.01,48.2,5.89,29.3,3.58,48.5,18.5,33
DO.0326,M,G8,LGDO-M-18,10/22/2011,12/11/2012,416,FCM (M) 59wks,94.4,64.8,30.1,8.07,2.43,64.4,19.4,26.3,7.92,42.4,7.07,50.5
DO.0327,M,G8,LGDO-M-18A,10/23/2011,6/12/2012,233,FCM (M) 33wks,95.1,14.7,5.81,20.7,1.2,36.1,2.1,37.8,2.2,30,28.7,41.3
DO.0327,M,G8,LGDO-M-18A,10/23/2011,12/11/2012,415,FCM (M) 59wks,93.8,64.7,32.4,2.27,0.74,66,21.4,31.5,10.2,31.4,13.8,54.8
DO.0327,M,G8,LGDO-M-18A,10/23/2011,6/11/2013,597,FCM (M) 85wks,91.2,79,29.1,4.49,1.31,59,17.2,35.8,10.4,15.8,66.4,17.8
DO.0328,M,G8,LGDO-M-18,10/26/2011,6/12/2012,230,FCM (M) 33wks,90.5,14.2,2.59,20.6,0.53,42,1.09,25.7,0.67,60.3,6.33,33.4
DO.0328,M,G8,LGDO-M-18,10/26/2011,12/11/2012,412,FCM (M) 59wks,89.7,70.4,29,17.1,4.95,49.1,14.2,32.5,9.4,56.2,9.27,34.6
DO.0328,M,G8,LGDO-M-18,10/26/2011,6/11/2013,594,FCM (M) 85wks,93.5,49.6,38.3,0.84,0.322,86.4,33.1,10.5,4.02,69.8,16.4,13.8
DO.0329,M,G8,LGDO-M-18,10/22/2011,6/12/2012,234,FCM (M) 33wks,94.7,19.7,17,17.1,2.92,50,8.52,27.8,4.73,52.9,14,33.1
DO.0329,M,G8,LGDO-M-18,10/22/2011,12/11/2012,416,FCM (M) 59wks,94.1,69.1,26.3,17.7,4.67,50.1,13.2,30.6,8.05,49.2,12.9,37.9
DO.0329,M,G8,LGDO-M-18,10/22/2011,6/11/2013,598,FCM (M) 85wks,92.7,69.8,24.5,12,2.95,52.8,12.9,34.6,8.48,51,25.2,23.8
DO.0330,M,G8,LGDO-M-18,10/25/2011,6/12/2012,231,FCM (M) 33wks,93.4,11.9,11.5,16,1.84,50.9,5.83,27.2,3.12,40.7,14.8,44.6
DO.0330,M,G8,LGDO-M-18,10/25/2011,12/11/2012,413,FCM (M) 59wks,92,72.4,20.3,9.45,1.92,49.8,10.1,40.1,8.14,34.4,25.9,39.7
DO.0331,M,G8,LGDO-M-19,10/24/2011,6/19/2012,239,FCM (M) 33wks,94.2,66,36.4,14.7,5.35,53.1,19.4,31.3,11.4,59.7,5.87,34.7
DO.0331,M,G8,LGDO-M-19,10/24/2011,12/11/2012,414,FCM (M) 59wks,92.2,63,47.7,7.63,3.64,61,29.1,30.6,14.6,2.02,56,42
DO.0331,M,G8,LGDO-M-19,10/24/2011,6/11/2013,596,FCM (M) 85wks,93.5,57.2,37.6,5.95,2.24,77.2,29,16.4,6.16,9.3,43.6,47.1
DO.0332,M,G8,LGDO-M-19,10/22/2011,6/19/2012,241,FCM (M) 33wks,93.3,68.7,14.9,5.71,0.85,58.1,8.68,35.4,5.29,61.1,7.3,31.8
DO.0332,M,G8,LGDO-M-19,10/22/2011,12/11/2012,416,FCM (M) 59wks,79.3,48.3,25.1,2.86,0.72,58.3,14.6,37.9,9.51,20.2,38,41.8
DO.0333,M,G8,LGDO-M-19A,10/22/2011,6/19/2012,241,FCM (M) 33wks,93.2,49.1,37,5.77,2.13,71.7,26.5,21.7,8.03,62.5,6.39,31.3
DO.0333,M,G8,LGDO-M-19A,10/22/2011,12/11/2012,416,FCM (M) 59wks,91.6,32.3,44.9,1.07,0.48,68.7,30.9,29.8,13.4,45.3,9.41,45.2
DO.0333,M,G8,LGDO-M-19A,10/22/2011,6/11/2013,598,FCM (M) 85wks,94.7,56.4,24.3,3.42,0.83,52.5,12.8,43.7,10.6,48.3,21.5,30.3
DO.0334,M,G8,LGDO-M-19,10/27/2011,6/19/2012,236,FCM (M) 33wks,90.6,59.6,34.4,5.87,2.02,60.3,20.7,33.1,11.4,53.7,6.56,39.9
DO.0335,M,G8,LGDO-M-19,10/22/2011,6/19/2012,241,FCM (M) 33wks,93.2,66.8,21.3,2.35,0.5,55.3,11.8,41.8,8.89,61.4,11.6,27.2
DO.0335,M,G8,LGDO-M-19,10/22/2011,12/11/2012,416,FCM (M) 59wks,92.4,69.4,50.3,1.75,0.88,60.7,30.5,37,18.6,7.14,58.9,33.9
DO.0336,M,G8,LGDO-M-20,10/25/2011,6/19/2012,238,FCM (M) 33wks,94.3,59.1,20.5,10.2,2.09,63,12.9,25.9,5.31,51,9.33,39.9
DO.0336,M,G8,LGDO-M-20,10/25/2011,12/11/2012,413,FCM (M) 59wks,95.3,70.8,23.9,11.6,2.76,62.4,14.9,25.3,6.06,46.5,8.06,45.4
DO.0336,M,G8,LGDO-M-20,10/25/2011,6/11/2013,595,FCM (M) 85wks,93.1,69.9,27.7,10.5,2.9,65.9,18.3,23.3,6.44,54.6,18.5,27
DO.0337,M,G8,LGDO-M-20A,10/27/2011,6/19/2012,236,FCM (M) 33wks,93.3,60.9,26.8,9.65,2.58,64.7,17.3,24.7,6.61,56.6,6.19,37.4
DO.0337,M,G8,LGDO-M-20A,10/27/2011,12/11/2012,411,FCM (M) 59wks,93.3,61.9,27.4,3.87,1.06,55.1,15.1,39.7,10.9,35.7,9.13,55.2
DO.0337,M,G8,LGDO-M-20A,10/27/2011,6/11/2013,593,FCM (M) 85wks,89.6,74.1,25,5.55,1.39,62.7,15.7,31.2,7.79,40.7,16,43.3
DO.0338,M,G8,LGDO-M-20,10/23/2011,6/19/2012,240,FCM (M) 33wks,91.1,69,45.4,7.47,3.39,72.8,33,19.2,8.72,68.9,11.1,20.2
DO.0338,M,G8,LGDO-M-20,10/23/2011,12/11/2012,415,FCM (M) 59wks,93.2,73.9,48.2,4.1,1.97,66.7,32.1,28.6,13.8,22.7,21.4,56
DO.0338,M,G8,LGDO-M-20,10/23/2011,6/11/2013,597,FCM (M) 85wks,92.8,80.9,63.1,5.14,3.24,76.5,48.3,18.1,11.4,11.8,68.7,19.5
DO.0339,M,G8,LGDO-M-20,10/26/2011,6/19/2012,237,FCM (M) 33wks,92.2,64.9,64.4,1.14,0.73,84.9,54.7,13.8,8.9,84.8,4.75,10.6
DO.0339,M,G8,LGDO-M-20,10/26/2011,12/11/2012,412,FCM (M) 59wks,95,67,42.3,7.79,3.3,68,28.8,23.5,9.93,47.5,26.8,25.8
DO.0339,M,G8,LGDO-M-20,10/26/2011,6/11/2013,594,FCM (M) 85wks,93.2,74,54.3,10.2,5.56,67.2,36.5,22.3,12.1,31.3,58.4,10.3
DO.0340,M,G8,LGDO-M-20B,10/23/2011,6/19/2012,240,FCM (M) 33wks,94.1,40.1,26.5,6.56,1.74,62.2,16.5,29.2,7.74,66.8,6.89,26.5
DO.0340,M,G8,LGDO-M-20B,10/23/2011,12/11/2012,415,FCM (M) 59wks,94.1,67.8,42.1,9.29,3.91,45.9,19.3,44,18.5,46.9,17.2,36
DO.0340,M,G8,LGDO-M-20B,10/23/2011,6/11/2013,597,FCM (M) 85wks,93,75.9,43.3,11.6,5.02,65.1,28.2,23,9.94,50.7,28.3,20.9
DO.0341,M,G8,LGDO-M-21,10/23/2011,6/12/2012,233,FCM (M) 33wks,90.9,12.9,8.47,7.14,0.6,57.5,4.87,25.9,2.2,24.2,22.2,53.6
DO.0341,M,G8,LGDO-M-21,10/23/2011,12/18/2012,422,FCM (M) 59wks,94,72,35,5.65,1.98,69.4,24.3,23.3,8.16,36.7,18.3,45.1
DO.0341,M,G8,LGDO-M-21,10/23/2011,6/18/2013,604,FCM (M) 85wks,96.1,86.3,34.1,2.99,1.02,73.5,25.1,23.2,7.91,38.5,26.1,35.5
DO.0342,M,G8,LGDO-M-21A,10/23/2011,6/12/2012,233,FCM (M) 33wks,91.3,9.7,13.9,12.5,1.73,49.1,6.8,31.9,4.41,60,17.4,22.6
DO.0342,M,G8,LGDO-M-21A,10/23/2011,12/18/2012,422,FCM (M) 59wks,93.9,69.6,32.8,13.1,4.28,54.6,17.9,31.5,10.3,57.8,19.5,22.6
DO.0342,M,G8,LGDO-M-21A,10/23/2011,6/18/2013,604,FCM (M) 85wks,97.1,76.7,30.2,11.5,3.48,50.8,15.3,37.2,11.2,66.6,13.3,20.1
DO.0343,M,G8,LGDO-M-21,10/25/2011,6/12/2012,231,FCM (M) 33wks,91.2,12.4,19,8.87,1.68,58.9,11.2,26.5,5.03,47.8,32.7,19.5
DO.0343,M,G8,LGDO-M-21,10/25/2011,12/18/2012,420,FCM (M) 59wks,91.6,74.5,32.9,15.6,5.13,54.5,17.9,27.8,9.15,50.3,28.9,20.8
DO.0343,M,G8,LGDO-M-21,10/25/2011,6/18/2013,602,FCM (M) 85wks,94.8,90.2,25.2,14.1,3.55,55.9,14.1,29.3,7.38,56.4,19,24.6
DO.0344,M,G8,LGDO-M-21,10/24/2011,6/12/2012,232,FCM (M) 33wks,94.5,23.1,12.7,21.1,2.68,50.3,6.39,24,3.04,41.6,19.5,38.9
DO.0344,M,G8,LGDO-M-21,10/24/2011,12/18/2012,421,FCM (M) 59wks,95.1,74.1,29.1,27.1,7.87,50.5,14.7,19.7,5.72,42.9,17.5,39.6
DO.0344,M,G8,LGDO-M-21,10/24/2011,6/18/2013,603,FCM (M) 85wks,96,86.7,21.4,22.5,4.8,50.3,10.8,26.1,5.57,44.7,24.9,30.4
DO.0345,M,G8,LGDO-M-21,10/22/2011,6/12/2012,234,FCM (M) 33wks,91.2,10.7,27.1,4.17,1.13,76.5,20.7,14.7,3.97,54.1,17.2,28.7
DO.0345,M,G8,LGDO-M-21,10/22/2011,12/18/2012,423,FCM (M) 59wks,92.3,65,31.4,12.3,3.87,55.9,17.5,29.3,9.2,58.7,10.3,31
DO.0345,M,G8,LGDO-M-21,10/22/2011,6/18/2013,605,FCM (M) 85wks,96.2,84,24.1,6.89,1.66,68.1,16.4,23.7,5.72,62,14,24
DO.0346,M,G8,LGDO-M-22,10/22/2011,6/12/2012,234,FCM (M) 33wks,92.8,12.7,27.5,7.75,2.13,51.9,14.3,34.7,9.54,48.6,25.3,26
DO.0346,M,G8,LGDO-M-22,10/22/2011,12/18/2012,423,FCM (M) 59wks,93.1,66.6,48.7,6.26,3.05,55.9,27.2,36.5,17.8,46.1,20.5,33.4
DO.0347,M,G8,LGDO-M-22,10/22/2011,6/12/2012,234,FCM (M) 33wks,94.4,19.6,18.3,14.7,2.69,58.5,10.7,23.5,4.3,39,11,50
DO.0347,M,G8,LGDO-M-22,10/22/2011,12/18/2012,423,FCM (M) 59wks,93.4,72.9,30.3,15.4,4.65,55.8,16.9,26,7.87,48.7,10.9,40.4
DO.0347,M,G8,LGDO-M-22,10/22/2011,6/18/2013,605,FCM (M) 85wks,95.5,80.1,27.2,11.7,3.18,68.3,18.6,19.5,5.31,54.3,14.4,31.3
DO.0348,M,G8,LGDO-M-22,10/23/2011,6/12/2012,233,FCM (M) 33wks,96,8.6,12.4,32.7,4.07,29.5,3.67,34.4,4.27,41.7,25.9,32.4
DO.0348,M,G8,LGDO-M-22,10/23/2011,12/18/2012,422,FCM (M) 59wks,93.1,66.2,27.5,18.2,5,42.8,11.8,36.3,9.98,26.5,25.4,48.1
DO.0348,M,G8,LGDO-M-22,10/23/2011,6/18/2013,604,FCM (M) 85wks,95,74.4,35.7,6.93,2.48,57.4,20.5,35.3,12.6,49.8,20.3,29.9
DO.0349,M,G8,LGDO-M-22,10/25/2011,6/12/2012,231,FCM (M) 33wks,93.2,9.46,9.48,6.11,0.58,51.3,4.86,36.5,3.46,63.3,13.6,23
DO.0349,M,G8,LGDO-M-22,10/25/2011,12/18/2012,420,FCM (M) 59wks,93.5,61.3,37.4,6.96,2.6,57.7,21.6,33,12.3,72.3,11.2,16.5
