JCMS.Mouse.ID,SC.Number,Strain,DOB,Sex,Generation,From.Cage,Date.of.wean,JCMS.Pen..,cage.,Ear.Notch,Coat.Color,Chip.ID,Death.date,Death.type,Notes,Age..mth.,Age.of.VP,Date.of.VP,BW,Tail.Length,Urine.28wks,Bld6..29wk,Bld2.31.wk,bld7.33wks,Urine.54wk,Bld6.55wk,bld2.57wk,Bld7.59wk,Urine.80wk,Bld6.81.wk,Bld2.83wks,Bld7.85.wks,X104wk.BW.Date,X104wk.BW,X130wk.BW.Date,X130wk.BW,X26.Mo.PP.Paper,X156.wek.BW.date,X156wk.BW,X30.Mo.PP.paper,COMMENTS,survival
DO.0121,12171,J:DO,2/20/2012,F,G9,111,3/14/2012,25,LGDO-F-25,N,WB Agouti,00071B9845,10/2/2012,F.D. (Y),,7.5,31,3/22/2012,17.21,7.7,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,NA,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,225
DO.0122,12172,J:DO,2/22/2012,F,G9,117,3/14/2012,25,LGDO-F-25,R,Agouti,00071BA1C6,9/29/2014,F.D. (Y),,31.67,23,3/16/2012,14.6,7.2,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/13/2013,3/27/2013,4/10/2013,8/26/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,39.78,8/20/2014,55.46,4/16/2014,2/18/2015,NA,,,950
DO.0123,12173,J:DO,2/23/2012,F,G9,119,3/14/2012,25,LGDO-F-25,L,Agouti,00071B85D6,2/16/2014,F.D. (Y),,24.13,21,3/15/2012,14.07,7.1,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/14/2013,3/28/2013,4/11/2013,8/26/2013,9/12/2013,9/26/2013,10/10/2013,2/20/2014,NA,8/21/2014,NA,4/17/2014,2/19/2015,NA,,,724
DO.0124,12174,J:DO,2/19/2012,F,G9,121,3/14/2012,25,LGDO-F-25,B,Agouti,00071B7F3C,10/7/2013,F.D. (Y),,19.87,30,3/20/2012,14.02,7.3,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/10/2013,3/24/2013,4/7/2013,8/26/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,NA,8/17/2014,NA,4/13/2014,2/15/2015,NA,,,596
DO.0125,12175,J:DO,2/18/2012,F,G9,123,3/14/2012,25,LGDO-F-25,2R,Black,00071BAD14,9/22/2014,F.D.(Y),,31.57,26,3/15/2012,12.87,6.9,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/9/2013,3/23/2013,4/6/2013,8/26/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,28.81,8/16/2014,34.13,4/12/2014,2/14/2015,NA,,,947
DO.0126,12176,J:DO,2/21/2012,F,G9,131,3/14/2012,26,LGDO-F-26,2L,Agouti,00071B745B,11/17/2013,F.D. (Y),,21.17,28,3/20/2012,15.84,7.3,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,635
DO.0127,12177,J:DO,2/20/2012,F,G9,137,3/14/2012,26,LGDO-F-26,1R2L,Agouti,00071B57FF,7/14/2014,F.D. (Y),,29.17,26,3/17/2012,14.99,7.1,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,43.77,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,875
DO.0128,12178,J:DO,2/20/2012,F,G9,139,3/14/2012,26,LGDO-F-26,2R1L,Agouti,00071B5E18,3/10/2014,F.D. (Y),,24.97,28,3/19/2012,14.54,6.9,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,47.32,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,749
DO.0129,12179,J:DO,2/21/2012,F,G9,141,3/14/2012,26,LGDO-F-26,3R,Black,00071B4E21,4/28/2014,E.S. (Y),,26.57,28,3/20/2012,16.45,6.8,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,30.46,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,797
DO.0130,12180,J:DO,2/20/2012,F,G9,143,3/14/2012,26,LGDO-F-26,3L,Agouti,00071B7B67,4/7/2014,F.D. (Y),,25.9,26,3/17/2012,16.31,7.5,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,42.98,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,777
DO.0131,12181,J:DO,2/20/2012,F,G9,145,3/14/2012,27,LGDO-F-27,N,Agouti,00071B774F,2/6/2015,FD,,36.07,28,3/19/2012,13.59,7.1,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,22.75,8/18/2014,20.45,4/14/2014,2/16/2015,NA,,,1082
DO.0132,12182,J:DO,2/20/2012,F,G9,147,3/14/2012,27,LGDO-F-27,R,Agouti,00071B92EA,4/7/2014,F.D. (Y),,25.9,26,3/17/2012,16.73,8.2,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,46.1,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,777
DO.0133,12183,J:DO,2/20/2012,F,G9,151,3/14/2012,27,LGDO-F-27,L,Black,00071B9B34,10/21/2013,F.D. (Y),,20.3,28,3/19/2012,10.71,6.7,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,NA,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,609
DO.0134,12184,J:DO,2/24/2012,F,G9,153,3/14/2012,27,LGDO-F-27,B,Agouti,00071B94F4,3/26/2015,F.D.,,37.53,35,3/30/2012,17.7,7.2,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/15/2013,3/29/2013,4/12/2013,8/26/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,30.71,8/22/2014,30.49,4/18/2014,2/20/2015,NA,,,1126
DO.0135,12185,J:DO,2/21/2012,F,G9,155,3/14/2012,27,LGDO-F-27,2R,Agouti,00071B7D36,12/29/2014,FD,,34.73,36,3/28/2012,21.83,7.7,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,50.2,8/19/2014,41.93,4/15/2014,2/17/2015,NA,,,1042
DO.0136,12186,J:DO,2/21/2012,F,G9,157,3/14/2012,28,LGDO-F-28,2L,Agouti,00071B7415,10/2/2012,F.T.R. (Y),,7.47,37,3/29/2012,14.26,7.1,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,224
DO.0137,12187,J:DO,2/21/2012,F,G9,159,3/14/2012,28,LGDO-F-28,1R2L,Black,00071B9BAD,2/17/2014,F.D. (Y),,24.23,29,3/21/2012,16.64,7.2,8/27/2012,9/10/2012,9/24/2012,10/8/2012,2/25/2013,3/12/2013,3/26/2013,4/9/2013,8/26/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,727
DO.0138,12188,J:DO,2/22/2012,F,G9,161,3/14/2012,28,LGDO-F-28,2R1L,WB Agouti,00071B5F76,7/22/2015,F.D.,,41.53,28,3/21/2012,15.77,7.8,8/27/2012,9/17/2012,10/1/2012,10/15/2012,2/25/2013,3/13/2013,3/27/2013,4/10/2013,8/26/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,29.24,8/20/2014,27.18,4/16/2014,2/18/2015,NA,,,1246
DO.0139,12189,J:DO,2/18/2012,F,G9,165,3/14/2012,28,LGDO-F-28,3R,Agouti,00071B5315,10/27/2014,F.D.,,32.73,32,3/21/2012,14.22,7.6,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/9/2013,3/23/2013,4/6/2013,8/26/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,47.08,8/16/2014,32.86,4/12/2014,2/14/2015,NA,,,982
DO.0140,12190,J:DO,2/20/2012,F,G9,163,3/14/2012,28,LGDO-F-28,3L,Agouti,00071B5153,4/18/2014,F.D. (Y),,26.27,25,3/16/2012,12.45,6.6,8/27/2012,9/3/2012,9/17/2012,10/1/2012,2/25/2013,3/11/2013,3/25/2013,4/8/2013,8/26/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,33.53,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,788
DO.0141,12191,J:DO,2/20/2012,F,G9,1,3/14/2012,29,LGDO-F-29,N,WB Agouti,00071B7939,4/7/2015,,,38.07,27,3/18/2012,17.15,8.1,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/11/2013,3/25/2013,4/8/2013,9/2/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,35.52,8/18/2014,32.2,4/14/2014,2/16/2015,NA,,,1142
DO.0142,12192,J:DO,2/21/2012,F,G9,3,3/14/2012,29,LGDO-F-29,R,WB Agouti,00071B6FE2,3/23/2015,F.D.,,37.53,29,3/21/2012,13.84,6.6,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/12/2013,3/26/2013,4/9/2013,9/2/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,24.33,8/19/2014,22.57,4/15/2014,2/17/2015,NA,,,1126
DO.0143,12193,J:DO,2/22/2012,F,G9,5,3/14/2012,29,LGDO-F-29,L,Black,00071B49F6,10/23/2013,Missing (Y),,20.3,30,3/23/2012,13.74,7.6,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/13/2013,3/27/2013,4/10/2013,9/2/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,609
DO.0144,12194,J:DO,2/19/2012,F,G9,7,3/14/2012,29,LGDO-F-29,B,Agouti,00071BAE97,5/13/2013,F.D. (Y),,14.97,32,3/22/2012,15.92,8.4,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/10/2013,3/24/2013,4/7/2013,9/2/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,NA,8/17/2014,NA,4/13/2014,2/15/2015,NA,,,449
DO.0145,12195,J:DO,2/23/2012,F,G9,9,3/14/2012,29,LGDO-F-29,2R,Agouti,00071B8740,10/9/2012,F.D. (Y),,7.63,23,3/17/2012,10.92,6,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/14/2013,3/28/2013,4/11/2013,9/2/2013,9/12/2013,9/26/2013,10/10/2013,2/20/2014,NA,8/21/2014,NA,4/17/2014,2/19/2015,NA,,,229
DO.0146,12196,J:DO,2/23/2012,F,G9,11,3/14/2012,30,LGDO-F-30,2L,Agouti,00071BA865,4/7/2014,F.D. (Y),,25.8,26,3/20/2012,11.85,6.3,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/14/2013,3/28/2013,4/11/2013,9/2/2013,9/12/2013,9/26/2013,10/10/2013,2/20/2014,34.23,8/21/2014,NA,4/17/2014,2/19/2015,NA,,,774
DO.0147,12197,J:DO,2/19/2012,F,G9,13,3/14/2012,30,LGDO-F-30,1R2L,Agouti,00071B90C9,9/15/2014,F.D.(Y),,31.3,27,3/17/2012,10.38,6.8,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/10/2013,3/24/2013,4/7/2013,9/2/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,28.06,8/17/2014,23.26,4/13/2014,2/15/2015,NA,,,939
DO.0148,12198,J:DO,2/21/2012,F,G9,15,3/14/2012,30,LGDO-F-30,2R1L,WB Agouti,00071B6DB2,9/24/2014,F.D.(Y),,31.53,36,3/28/2012,17.28,7.2,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/12/2013,3/26/2013,4/9/2013,9/2/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,34.33,8/19/2014,27.46,4/15/2014,2/17/2015,NA,,,946
DO.0149,12199,J:DO,2/19/2012,F,G9,17,3/14/2012,30,LGDO-F-30,3R,Agouti,00071AF9A9,10/16/2012,F.D. (Y),,8,32,3/22/2012,15.82,6.9,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/10/2013,3/24/2013,4/7/2013,9/2/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,NA,8/17/2014,NA,4/13/2014,2/15/2015,NA,,,240
DO.0150,12200,J:DO,2/22/2012,F,G9,19,3/14/2012,30,LGDO-F-30,3L,Agouti,,6/16/2014,F.D. (Y),,28.17,23,3/16/2012,15.27,7.6,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/13/2013,3/27/2013,4/10/2013,9/2/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,33.08,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,845
DO.0151,12201,J:DO,2/22/2012,F,G9,87,3/14/2012,31,LGDO-F-31,N,Agouti,00071B9880,10/16/2012,F.D. (Y),,7.9,22,3/15/2012,12.23,6.6,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/13/2013,3/27/2013,4/10/2013,9/2/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,237
DO.0152,12202,J:DO,2/24/2012,F,G9,89,3/14/2012,31,LGDO-F-31,R,Agouti,00071AD38B,6/29/2015,F.D.,,40.7,30,3/25/2012,19.15,7.6,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/15/2013,3/29/2013,4/12/2013,9/2/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,32.08,8/22/2014,34.4,4/18/2014,2/20/2015,NA,,,1221
DO.0153,12203,J:DO,2/19/2012,F,G9,91,3/14/2012,31,LGDO-F-31,L,Agouti,00071B5979,6/29/2015,F.D.,,40.87,24,3/14/2012,14.6,7.1,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/10/2013,3/24/2013,4/7/2013,9/2/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,31.45,8/17/2014,44.89,4/13/2014,2/15/2015,NA,,,1226
DO.0154,12204,J:DO,2/21/2012,F,G9,93,3/14/2012,31,LGDO-F-31,B,Black,00071B7889,12/19/2013,F.D. (Y),,22.23,27,3/19/2012,12.81,6.7,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/12/2013,3/26/2013,4/9/2013,9/2/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,667
DO.0155,12205,J:DO,2/22/2012,F,G9,95,3/14/2012,31,LGDO-F-31,2R,Black,00071B673A,11/11/2013,F.D. (Y),,20.93,30,3/23/2012,15.83,7.5,9/3/2012,9/17/2012,10/1/2012,10/15/2012,3/4/2013,3/13/2013,3/27/2013,4/10/2013,9/2/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,628
DO.0156,12206,J:DO,2/20/2012,F,G9,99,3/14/2012,32,LGDO-F-32,2L,Agouti,00071B8420,5/20/2013,F.D. (Y),,15.17,26,3/17/2012,13.16,6.7,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/11/2013,3/25/2013,4/8/2013,9/2/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,NA,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,455
DO.0157,12207,J:DO,2/18/2012,F,G9,101,3/14/2012,32,LGDO-F-32,1R2L,Agouti,00071B971A,9/24/2014,F.D.(Y),,31.63,25,3/14/2012,14.3,7.2,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/9/2013,3/23/2013,4/6/2013,9/2/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,36.35,8/16/2014,24.52,4/12/2014,2/14/2015,NA,,,949
DO.0158,12208,J:DO,2/20/2012,F,G9,103,3/14/2012,32,LGDO-F-32,2R1L,Agouti,00071B74CF,1/13/2014,F.D. (Y),,23.1,32,3/23/2012,12.62,6.4,9/3/2012,9/3/2012,9/17/2012,10/1/2012,3/4/2013,3/11/2013,3/25/2013,4/8/2013,9/2/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,NA,8/18/2014,NA,4/14/2014,2/16/2015,NA,,,693
DO.0159,12209,J:DO,2/21/2012,F,G9,105,3/14/2012,32,LGDO-F-32,3R,WB Agouti,00071BAD96,3/9/2015,F.D.,,37.07,28,3/20/2012,13.65,7.2,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/12/2013,3/26/2013,4/9/2013,9/2/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,26.98,8/19/2014,23.47,4/15/2014,2/17/2015,NA,,,1112
DO.0160,12210,J:DO,2/21/2012,F,G9,109,3/14/2012,32,LGDO-F-32,3L,Agouti,00071B619E,5/1/2013,Missing (Y),,14.5,30,3/22/2012,18.38,7,9/3/2012,9/10/2012,9/24/2012,10/8/2012,3/4/2013,3/12/2013,3/26/2013,4/9/2013,9/2/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,435
DO.0161,12211,J:DO,2/22/2012,F,G9,110,3/14/2012,33,LGDO-F-33,N,Agouti,00071B7514,7/28/2014,F.D. (Y),,29.57,31,3/24/2012,15.17,6.2,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/13/2013,3/27/2013,4/10/2013,9/9/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,30.08,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,887
DO.0162,12212,J:DO,2/19/2012,F,G9,114,3/14/2012,33,LGDO-F-33,R,Agouti,00071B9028,7/7/2014,F.D. (Y),,28.97,31,3/21/2012,13.99,7.1,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/10/2013,3/24/2013,4/7/2013,9/9/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,26.25,8/17/2014,NA,4/13/2014,2/15/2015,NA,,,869
DO.0163,12213,J:DO,2/24/2012,F,G9,116,3/14/2012,33,LGDO-F-33,L,Agouti,00071BB396,11/3/2014,F.D.,,32.77,28,3/23/2012,15.74,7.3,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/15/2013,3/29/2013,4/12/2013,9/9/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,29.32,8/22/2014,28.65,4/18/2014,2/20/2015,NA,,,983
DO.0164,12214,J:DO,2/24/2012,F,G9,118,3/14/2012,33,LGDO-F-33,B,Agouti,00071B78CD,7/20/2015,F.D.,Lump on shoulder,41.4,23,3/18/2012,11.97,5.7,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/15/2013,3/29/2013,4/12/2013,9/9/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,36.34,8/22/2014,32.6,4/18/2014,2/20/2015,NA,,,1242
DO.0165,12215,J:DO,2/22/2012,F,G9,120,3/14/2012,33,LGDO-F-33,2R,Agouti,00071B4C73,10/8/2012,F.D. (Y),,7.63,30,3/23/2012,14.21,7.1,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/13/2013,3/27/2013,4/10/2013,9/9/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,229
DO.0166,12216,J:DO,2/21/2012,F,G9,122,3/14/2012,34,LGDO-F-34,2L,Albino,00071B94C8,5/6/2014,F.D. (Y),,26.83,25,3/17/2012,12.46,6.3,9/10/2012,9/10/2012,9/24/2012,10/8/2012,3/11/2013,3/12/2013,3/26/2013,4/9/2013,9/9/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,24.41,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,805
DO.0167,12217,J:DO,2/24/2012,F,G9,124,3/14/2012,34,LGDO-F-34,1R2L,Agouti,00071B672E,4/27/2015,F.D.,,38.6,21,3/16/2012,12.47,7.1,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/15/2013,3/29/2013,4/12/2013,9/9/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,43.98,8/22/2014,32.67,4/18/2014,2/20/2015,NA,,,1158
DO.0168,12218,J:DO,2/18/2012,F,G9,126,3/14/2012,34,LGDO-F-34,2R1L,Albino,00071BB2E0,6/30/2014,E.S. (Y),,28.77,32,3/21/2012,14.28,7.4,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/9/2013,3/23/2013,4/6/2013,9/9/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,30.29,8/16/2014,NA,4/12/2014,2/14/2015,NA,,,863
DO.0169,12219,J:DO,2/22/2012,F,G9,134,3/14/2012,34,LGDO-F-34,3R,Agouti,00071AECEE,10/19/2012,E.S. (Y),,8,24,3/17/2012,10.81,6.4,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/13/2013,3/27/2013,4/10/2013,9/9/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,NA,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,240
DO.0170,12220,J:DO,2/21/2012,F,G9,132,3/14/2012,34,LGDO-F-34,3L,Agouti,00071BAFF9,7/14/2014,F.D. (Y),,29.13,33,3/25/2012,17.41,7.5,9/10/2012,9/10/2012,9/24/2012,10/8/2012,3/11/2013,3/12/2013,3/26/2013,4/9/2013,9/9/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,40.29,8/19/2014,NA,4/15/2014,2/17/2015,NA,,Ear Infection,874
DO.0171,12221,J:DO,2/18/2012,F,G9,80,3/14/2012,35,LGDO-F-35,N,Agouti,00071B8999,2/26/2014,E.S. (Y),,24.63,31,3/20/2012,13.84,7.3,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/9/2013,3/23/2013,4/6/2013,9/9/2013,9/7/2013,9/21/2013,10/5/2013,2/15/2014,26.92,8/16/2014,NA,4/12/2014,2/14/2015,NA,,,739
DO.0172,12222,J:DO,2/20/2012,F,G9,82,3/14/2012,35,LGDO-F-35,R,Black,00071B57A1,5/11/2015,F.D.,,39.2,28,3/19/2012,14.87,6.8,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/11/2013,3/25/2013,4/8/2013,9/9/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,30.62,8/18/2014,27.76,4/14/2014,2/16/2015,NA,,,1176
DO.0173,12223,J:DO,2/19/2012,F,G9,88,3/14/2012,35,LGDO-F-35,L,WB Agouti,00071B614E,1/26/2015,FD,,35.73,31,3/21/2012,18.29,7.5,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/10/2013,3/24/2013,4/7/2013,9/9/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,40.53,8/17/2014,21.18,4/13/2014,2/15/2015,NA,,,1072
DO.0174,12224,J:DO,2/19/2012,F,G9,90,3/14/2012,35,LGDO-F-35,B,Black,00071B66E7,10/2/2014,F.D. (Y),,31.87,27,3/17/2012,16.9,7.4,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/10/2013,3/24/2013,4/7/2013,9/9/2013,9/8/2013,9/22/2013,10/6/2013,2/16/2014,41.04,8/17/2014,37.22,4/13/2014,2/15/2015,NA,,,956
DO.0175,12225,J:DO,2/20/2012,F,G9,92,3/14/2012,35,LGDO-F-35,2R,WB Agouti,00071BA2CD,3/3/2015,FD,,36.9,28,3/19/2012,13.52,7.4,9/10/2012,9/3/2012,9/17/2012,10/1/2012,3/11/2013,3/11/2013,3/25/2013,4/8/2013,9/9/2013,9/9/2013,9/23/2013,10/7/2013,2/17/2014,25.22,8/18/2014,22.8,4/14/2014,2/16/2015,NA,,,1107
DO.0176,12226,J:DO,2/23/2012,F,G9,94,3/14/2012,36,LGDO-F-36,2L,Black,00071B7B71,12/31/2013,E.S. (Y),,22.57,27,3/21/2012,12.83,6.9,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/14/2013,3/28/2013,4/11/2013,9/9/2013,9/12/2013,9/26/2013,10/10/2013,2/20/2014,NA,8/21/2014,NA,4/17/2014,2/19/2015,NA,,,677
DO.0177,12227,J:DO,2/21/2012,F,G9,98,3/14/2012,36,LGDO-F-36,1R2L,Agouti,00071BA372,10/3/2013,F.D. (Y),,19.67,24,3/16/2012,12.93,7,9/10/2012,9/10/2012,9/24/2012,10/8/2012,3/11/2013,3/12/2013,3/26/2013,4/9/2013,9/9/2013,9/10/2013,9/24/2013,10/8/2013,2/18/2014,NA,8/19/2014,NA,4/15/2014,2/17/2015,NA,,,590
DO.0178,12228,J:DO,2/24/2012,F,G9,100,3/14/2012,36,LGDO-F-36,2R1L,Agouti HB,00071B672D,11/3/2014,F.D.,,32.77,34,3/29/2012,18.66,7.5,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/15/2013,3/29/2013,4/12/2013,9/9/2013,9/13/2013,9/27/2013,10/11/2013,2/21/2014,29.65,8/22/2014,29.23,4/18/2014,2/20/2015,NA,,,983
DO.0179,12229,J:DO,2/23/2012,F,G9,106,3/14/2012,36,LGDO-F-36,3R,Agouti,00071B6227,10/22/2012,F.D. (Y),,8.07,28,3/22/2012,14.08,6.7,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/14/2013,3/28/2013,4/11/2013,9/9/2013,9/12/2013,9/26/2013,10/10/2013,2/20/2014,NA,8/21/2014,NA,4/17/2014,2/19/2015,NA,,,242
DO.0180,12230,J:DO,2/22/2012,F,G9,102,3/14/2012,36,LGDO-F-36,3L,Agouti,00071B8684,4/14/2014,F.D. (Y),,26.07,28,3/21/2012,14.32,7.1,9/10/2012,9/17/2012,10/1/2012,10/15/2012,3/11/2013,3/13/2013,3/27/2013,4/10/2013,9/9/2013,9/11/2013,9/25/2013,10/9/2013,2/19/2014,39.31,8/20/2014,NA,4/16/2014,2/18/2015,NA,,,782
DO.0181,12411,J:DO,5/16/2012,F,G10,56,6/5/2012,37,LGDO-F-37,N,Albino,00071BAE95,4/6/2015,F.D.,,35.17,28,6/13/2012,14.72,7.5,11/19/2012,12/5/2012,12/19/2012,1/2/2013,5/29/2013,6/5/2013,6/19/2013,7/3/2013,11/18/2013,12/4/2013,12/18/2013,1/1/2014,5/14/2014,29.12,11/12/2014,23.22,7/9/2014,5/13/2015,NA,,,1055
