Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Single.Cells,Viable.Cells,All.Lymphocytes,B.Cells,B.Cells....of.viable.,CD62L..B.Cells,CD4..T.Cells,CD4..T.Cells....of.viable.,CD4..Effector.Memory.T.Cells,CD4..Central.Memory.T.Cells,CD4..Naive.T.Cells,CD4..Effect.T.Cells,CD8..T.Cells,CD8..T.Cells....of.viable.,CD8..Effector.Memory.T.Cells,CD8..Central.Memory.T.Cells,CD8..Naive.T.Cells,CD8..Effect.T.Cells,NK.Cells,NK.Cells....viable.,NKG2A.C.E..T.Cell,NKG2A.C.E.....of.viable.,NKG2A.C.E..CD4..T.Cells,NKG2A.C.E..CD8..T.Cells,NKG2A.C.E..DN.T.Cells
DO.0315,M,G8,LGDO-M-15,10/22/2011,12/4/2012,409,FCM (T-B-NK) 59wks,91.7,64.3,71.3,48.7,34.7,48.3,14.7,10.5,7.21,4.07,65.4,23.3,5.42,3.87,0.34,7.84,86,5.81,0.073,0.052,0.015,0.011,40,20,40
DO.0315,M,G8,LGDO-M-15,10/22/2011,6/13/2012,235,FCM (T-B-NK) 33wks,92.4,71.5,72.6,44.9,32.6,52,21.8,15.8,7.55,3.63,70.3,18.5,9.21,6.68,1.39,15.3,77.5,5.81,0.28,0.21,0.069,0.05,17.9,21.4,57.1
DO.0315,M,G8,LGDO-M-15,10/22/2011,6/4/2013,591,FCM (T-B-NK) 85wks,94.3,69.7,80.1,46.2,37,41.8,12.1,9.67,9.24,3.86,64.1,22.8,9.2,7.38,0.889,9.73,84.9,4.5,0.227,0.182,0.157,0.126,4.48,31.3,64.2
DO.0316,M,G8,LGDO-M-16,10/25/2011,12/4/2012,406,FCM (T-B-NK) 59wks,88.3,62.7,59.5,46.6,27.7,61,11.5,6.85,13.1,4.1,18,64.8,11.4,6.78,7.61,3.89,27.2,61.3,0.036,0.022,0.029,0.017,0,50,50
DO.0316,M,G8,LGDO-M-16,10/25/2011,6/13/2012,232,FCM (T-B-NK) 33wks,86.2,69.9,55.5,45.3,25.1,47.5,17.4,9.63,26.4,5.25,2.42,66,8.9,4.94,32.2,23,10.6,34.1,0.12,0.069,0.18,0.1,44.3,36.1,19.7
DO.0316,M,G8,LGDO-M-16,10/25/2011,6/11/2013,595,FCM (T-B-NK) 85wks,85.6,60.3,64.3,18.5,11.9,34.3,5.49,3.53,4.04,0.184,9.92,85.9,11.7,7.5,5.16,0.778,28,66.1,0.141,0.0908,0.293,0.188,9.2,50.6,40.2
DO.0317,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (T-B-NK) 59wks,93.3,74.3,75.8,53.5,40.6,33.9,14.3,10.9,7.89,3.25,23,65.9,6.77,5.13,4.2,6.59,33.3,56,0.49,0.37,0.067,0.051,16.7,8.33,75
DO.0317,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (T-B-NK) 33wks,91.6,67.9,76.6,56.5,43.3,46.6,15.5,11.9,8.86,1.3,0.76,89.1,7.91,6.06,14.9,4.32,3.28,77.5,0.68,0.52,0.22,0.17,14.3,35.2,50.5
DO.0317,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (T-B-NK) 85wks,93.9,78,72.7,51,37.1,27.7,8.72,6.34,16.7,3.77,26.4,53.2,8.36,6.08,7.98,5.15,46,40.9,0.607,0.441,0.234,0.17,8.99,38.2,52.8
DO.0318,M,G8,LGDO-M-16,10/24/2011,12/4/2012,407,FCM (T-B-NK) 59wks,95.5,41.1,50,33,16.5,46.8,17.1,8.55,6.46,2.39,30.3,60.8,3.77,1.88,3.87,3.73,13.4,79,0.045,0.022,0.028,0.014,20,0,80
DO.0318,M,G8,LGDO-M-16,10/24/2011,6/13/2012,233,FCM (T-B-NK) 33wks,90.5,61.6,67.5,55.2,37.2,53.6,22.3,15,11.5,1.13,10,77.3,4.41,2.98,14.4,10.9,9.71,65,0.14,0.095,0.056,0.037,57.1,0,42.9
DO.0318,M,G8,LGDO-M-16,10/24/2011,6/11/2013,596,FCM (T-B-NK) 85wks,93.6,71,80.2,61.8,49.6,46.6,21,16.9,11.6,3.06,54.2,31.1,4.45,3.57,8.92,15.5,52.1,23.5,0.116,0.0934,0.106,0.0853,19,16.7,64.3
DO.0319,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (T-B-NK) 59wks,91.4,68.7,62.3,59.9,37.3,61.2,13.1,8.13,6.12,4.13,51,38.8,5.48,3.41,4.05,5.67,63.1,27.2,0.39,0.24,0.4,0.25,2.59,41.4,56
DO.0319,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (T-B-NK) 33wks,90.9,70.3,60.4,49.9,30.1,49.4,13.9,8.39,6.55,2.67,53.1,37.7,6.2,3.74,12.6,47.5,28.7,11.3,1.04,0.63,0.35,0.21,3.39,44.9,51.7
DO.0319,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (T-B-NK) 85wks,91.8,74.1,75.2,57.9,43.6,22.3,10.5,7.87,12,2.98,54.7,30.3,6.78,5.1,9.83,16.3,63.5,10.3,0.438,0.33,0.982,0.739,0.274,23.3,76.4
DO.0320,M,G8,LGDO-M-16,10/27/2011,12/4/2012,404,FCM (T-B-NK) 59wks,91.1,56.1,56,35.9,20.1,54.4,10.9,6.1,5.9,0.9,7.14,86.1,10.2,5.71,7.39,2.49,15,75.1,0.75,0.42,0.11,0.064,0,64.3,35.7
DO.0320,M,G8,LGDO-M-16,10/27/2011,6/13/2012,230,FCM (T-B-NK) 33wks,87.4,65.7,54.7,41.6,22.7,32.5,12.6,6.92,26.2,4.08,0.69,69.1,10.2,5.58,37.6,19.2,1.86,41.4,1.45,0.79,0.61,0.33,8.63,76.6,14.7
DO.0320,M,G8,LGDO-M-16,10/27/2011,6/11/2013,593,FCM (T-B-NK) 85wks,90.8,54.5,41.1,11.6,4.78,65.3,14.3,5.89,27.5,0.154,1.46,70.9,6.76,2.78,27.1,0.652,2.61,69.7,1.6,0.659,0.562,0.231,27.5,34.3,30.4
DO.0321,M,G8,LGDO-M-17,10/23/2011,12/11/2012,415,FCM (T-B-NK) 59wks,92.5,67.3,80.1,67.4,54,65.8,10,8.02,21.1,13,25.3,40.6,7.99,6.41,11.2,7.44,49.5,31.9,0.85,0.68,1.1,0.88,7.06,47.2,45.5
DO.0321,M,G8,LGDO-M-17,10/23/2011,6/12/2012,233,FCM (T-B-NK) 33wks,92,48.4,25.2,39.8,10,55.5,11.8,2.97,15.8,3.61,12.8,67.7,9.67,2.44,16.4,9.36,21.5,52.7,0.41,0.1,0.95,0.24,4.42,61,33.3
DO.0321,M,G8,LGDO-M-17,10/23/2011,6/11/2013,597,FCM (T-B-NK) 85wks,92,65,76,45.2,34.4,48.4,17.3,13.1,27.7,8.69,32.7,31,14.6,11.1,14.6,13.1,57.2,15.1,0.722,0.549,2.5,1.9,10.2,39.7,50.2
DO.0322,M,G8,LGDO-M-17,10/24/2011,12/11/2012,414,FCM (T-B-NK) 59wks,91.6,69.3,82.9,66.7,55.3,43.3,10.8,8.91,38.1,7.33,15.9,38.7,3.91,3.24,14.3,6.74,39.4,39.5,1.04,0.86,0.31,0.26,12.5,44.2,42.5
DO.0322,M,G8,LGDO-M-17,10/24/2011,6/12/2012,232,FCM (T-B-NK) 33wks,84.9,46.2,24.9,36,8.95,53.5,7.92,1.97,12.5,0.91,24,62.6,4.99,1.24,4.83,6.53,46.5,42.1,0.64,0.16,0.13,0.033,12.9,41.9,45.2
DO.0322,M,G8,LGDO-M-17,10/24/2011,6/11/2013,596,FCM (T-B-NK) 85wks,93.5,72.6,84.6,56.8,48,21.9,13.1,11.1,19.5,1.36,25.3,53.8,7.02,5.93,6.35,4.14,74.7,14.8,0.607,0.513,0.49,0.415,9.71,56.8,33.5
DO.0323,M,G8,LGDO-M-17,10/24/2011,12/11/2012,414,FCM (T-B-NK) 59wks,93.8,52.5,72.9,43.3,31.6,79.1,10.1,7.34,50.1,19.3,7.05,23.6,12.2,8.92,63.5,3.49,1.84,31.2,0.77,0.56,3.89,2.84,1.55,90.2,7.81
DO.0323,M,G8,LGDO-M-17,10/24/2011,6/12/2012,232,FCM (T-B-NK) 33wks,89.7,47.5,26.4,45.6,12,66.3,7.41,1.96,28.8,3.94,16.7,50.5,7.86,2.08,29.9,23.2,21.9,24.9,0.55,0.14,0.94,0.25,3.9,84,12.1
DO.0323,M,G8,LGDO-M-17,10/24/2011,6/11/2013,596,FCM (T-B-NK) 85wks,85.9,84.5,72.4,13.6,9.87,72.6,11.3,8.16,20.3,1.25,16.9,61.5,17.9,12.9,9.27,3.05,45.2,42.4,0.171,0.124,5.72,4.14,3.27,84.7,12
DO.0324,M,G8,LGDO-M-17,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,92,56.8,84,68.3,57.4,61.3,5.31,4.46,47.5,11.8,7.43,33.2,1.3,1.09,16.1,36.5,30,17.3,0.62,0.52,0.54,0.45,5.42,73.9,20.7
DO.0324,M,G8,LGDO-M-17,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,88,44.9,34.3,47.2,16.2,55.4,10.5,3.62,24.1,2.64,9.15,64.1,5.07,1.74,12.3,13.8,26.2,47.7,0.36,0.12,0.28,0.097,3.45,70.1,25.3
DO.0324,M,G8,LGDO-M-17,10/22/2011,6/11/2013,598,FCM (T-B-NK) 85wks,89.2,72.6,85.7,46.5,39.9,43.6,3.26,2.79,42.3,5.15,11.5,41,2.77,2.37,11.6,30.4,47.3,10.7,0.466,0.399,1.69,1.45,1.82,80.2,18
DO.0325,M,G8,LGDO-M-17,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,94.8,62.9,77.5,49.7,38.6,26.3,15.9,12.3,30.9,9.75,10.6,48.8,8.85,6.86,30,26.4,15.5,28.1,1.94,1.5,1.3,1.01,3.99,80.7,14.9
DO.0325,M,G8,LGDO-M-17,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,90.6,45.4,34.4,34.3,11.8,36,12,4.12,18.6,2.99,11.4,67.1,11.2,3.85,8.03,27.5,27.2,37.3,1.45,0.5,0.48,0.17,6,81.3,12.7
DO.0326,M,G8,LGDO-M-18,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,94.2,65.3,71.1,61.1,43.4,49.3,14.1,10,23.8,9.36,22,44.8,6.81,4.84,21.1,16.5,26.8,35.7,0.55,0.39,0.2,0.14,16.2,36.8,47.1
DO.0326,M,G8,LGDO-M-18,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,89.3,46.7,32.8,54.4,17.8,45.6,12.8,4.21,12.8,2.99,5.09,79.1,5.53,1.81,12.9,10.5,19.4,57.2,0.4,0.13,0.35,0.12,5.05,74.7,20.2
DO.0327,M,G8,LGDO-M-18A,10/23/2011,12/11/2012,415,FCM (T-B-NK) 59wks,93.8,73.1,75.1,70.5,53,44.6,7.87,5.91,19,5.79,5.72,69.5,3.85,2.89,28.2,4.87,5.99,60.9,0.83,0.62,0.57,0.43,4.27,82.5,12.8
DO.0327,M,G8,LGDO-M-18A,10/23/2011,6/12/2012,233,FCM (T-B-NK) 33wks,93.5,51.1,29.5,49.1,14.5,50.6,11.5,3.4,26.5,4.2,10.8,58.5,5.67,1.67,17.9,35.7,24.4,22,1.17,0.34,1.15,0.34,6.71,84.3,8.16
DO.0327,M,G8,LGDO-M-18A,10/23/2011,6/11/2013,597,FCM (T-B-NK) 85wks,85.3,76.2,82.4,47.4,39,32.5,9.35,7.7,54.3,3.48,5.74,36.5,5.07,4.18,40.8,39.5,8.32,11.4,3.29,2.71,2.51,2.06,7.3,75.1,17.6
DO.0328,M,G8,LGDO-M-18,10/26/2011,12/11/2012,412,FCM (T-B-NK) 59wks,91.4,72.5,72.5,58.5,42.4,63.1,13.7,9.96,12.2,4.64,31.6,51.6,7.08,5.13,8.72,6.19,50.1,35,0.32,0.23,0.18,0.13,9.52,58.7,31.7
DO.0328,M,G8,LGDO-M-18,10/26/2011,6/12/2012,230,FCM (T-B-NK) 33wks,88.9,55.1,21.5,12.6,2.7,62.4,3.54,0.76,8.55,3.76,29.4,58.3,2.5,0.54,13.4,29.7,31,25.9,0.018,0.004,0.0092,0.002,0,50,50
DO.0328,M,G8,LGDO-M-18,10/26/2011,6/11/2013,594,FCM (T-B-NK) 85wks,93.9,53.3,72.4,1.3,0.944,25.6,2.73,1.98,18.8,1.05,6.65,73.5,2.59,1.88,22,6.89,29.7,41.4,0.281,0.203,0.118,0.0855,11,35.4,53.7
DO.0329,M,G8,LGDO-M-18,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,95.7,76.8,75.9,66.4,50.4,46.1,15.4,11.6,10.6,5.51,35.5,48.3,2.39,1.82,8.83,4.13,30.9,56.1,1.83,1.39,0.51,0.38,25.4,30.7,43.9
DO.0329,M,G8,LGDO-M-18,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,91.5,50.7,36.3,56.6,20.6,48.4,14.3,5.2,9.42,1.82,21.5,67.2,2.78,1.01,5.72,3.69,19.8,70.8,0.98,0.36,0.24,0.086,18.1,25,56.9
DO.0329,M,G8,LGDO-M-18,10/22/2011,6/11/2013,598,FCM (T-B-NK) 85wks,92.9,70,84.3,54.1,45.6,49.1,14.6,12.3,9.93,2.11,60.9,27.1,3.23,2.72,17.3,6.49,46.5,29.8,0.732,0.617,1.2,1.02,14.5,62.5,23
DO.0330,M,G8,LGDO-M-18,10/25/2011,12/11/2012,413,FCM (T-B-NK) 59wks,93.6,71.4,80.2,65.4,52.5,52,11.8,9.45,37.5,5.47,16.6,40.5,4,3.21,40.6,28.4,14,17,1.51,1.21,1.55,1.24,7.64,85.6,4.99
DO.0330,M,G8,LGDO-M-18,10/25/2011,6/12/2012,231,FCM (T-B-NK) 33wks,90.2,42.8,27.6,37.8,10.5,46.3,17.1,4.72,11.3,2.91,23.3,62.5,8.2,2.27,11,25.9,23.5,39.6,0.33,0.091,0.14,0.039,8.33,61.1,30.6
DO.0331,M,G8,LGDO-M-19,10/24/2011,12/11/2012,414,FCM (T-B-NK) 59wks,92.4,70.6,66.7,52.4,34.9,16.1,14.3,9.54,8.1,1.06,4.48,86.4,6.63,4.43,23.5,1.49,4.9,70.1,0.34,0.23,0.17,0.12,19.6,46.4,33.9
DO.0331,M,G8,LGDO-M-19,10/24/2011,6/19/2012,239,FCM (T-B-NK) 33wks,94.8,58.3,72.2,47,34,56.3,14.5,10.5,17,3.63,15.2,64.1,7.68,5.55,24,28.1,24.8,23.2,0.13,0.094,0.46,0.33,7.65,49.7,42.1
DO.0331,M,G8,LGDO-M-19,10/24/2011,6/11/2013,596,FCM (T-B-NK) 85wks,95.4,63.2,69.9,25.6,17.9,31.6,18.6,13,13.7,2.15,22.5,61.6,12.5,8.74,13.2,18.3,51.5,17.1,0.106,0.0742,0.148,0.104,7.55,39.6,52.8
DO.0332,M,G8,LGDO-M-19,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,87.7,53.9,75.3,62,46.7,51.5,9.3,7,25.3,7.9,14.7,52.1,5.94,4.47,19.2,5.41,15.9,59.5,1.12,0.84,0.67,0.51,4.26,71.5,19.1
DO.0332,M,G8,LGDO-M-19,10/22/2011,6/19/2012,241,FCM (T-B-NK) 33wks,93.1,56.9,86.6,64.4,55.8,75.9,12.4,10.8,20.8,8.71,44.3,26.3,10,8.69,13.1,8.67,56.1,22.1,0.64,0.55,1.51,1.31,2.84,82.1,12.9
DO.0333,M,G8,LGDO-M-19A,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,93.7,33.4,51.8,26.9,13.9,52.3,17.8,9.23,8.96,5.94,39.4,45.7,4.95,2.56,6.73,2.03,17.5,73.7,0.63,0.32,0.14,0.07,16.7,30,53.3
DO.0333,M,G8,LGDO-M-19A,10/22/2011,6/19/2012,241,FCM (T-B-NK) 33wks,94.3,36.6,65.1,38.6,25.1,76.4,27.7,18,5.87,5.37,80.2,8.54,9.18,5.97,1.78,8.88,80.1,9.24,0.93,0.61,0.2,0.13,2.74,43.8,53.4
DO.0333,M,G8,LGDO-M-19A,10/22/2011,6/11/2013,598,FCM (T-B-NK) 85wks,93.5,55,85.5,24,20.5,46.7,19.3,16.5,14.2,4.28,63.2,18.3,5.18,4.43,4.29,8.18,81.5,5.99,0.394,0.337,0.438,0.374,7.41,38.1,54.5
DO.0334,M,G8,LGDO-M-19,10/27/2011,6/19/2012,236,FCM (T-B-NK) 33wks,92,52.9,70.2,42,29.5,55.4,16.2,11.4,16.1,4.97,19,59.9,14.8,10.4,33.4,26,9.19,31.4,0.93,0.65,0.98,0.69,8.84,59.8,30.8
DO.0335,M,G8,LGDO-M-19,10/22/2011,12/11/2012,416,FCM (T-B-NK) 59wks,90.1,68.8,66,49.5,32.7,49.7,8.48,5.6,20.5,5.59,16.7,57.2,5.89,3.89,23,12.6,26.3,38.1,0.28,0.19,0.17,0.11,3.7,48.1,48.1
DO.0335,M,G8,LGDO-M-19,10/22/2011,6/19/2012,241,FCM (T-B-NK) 33wks,92.4,59.5,83.7,51.1,42.8,82.4,16,13.4,13.6,4.95,50.4,31.1,11.1,9.3,11.7,45.5,36.6,6.25,0.4,0.34,0.28,0.23,9.45,45.7,44.9
DO.0336,M,G8,LGDO-M-20,10/25/2011,12/11/2012,413,FCM (T-B-NK) 59wks,95,65.9,78,61.9,48.3,32.2,11.5,8.97,22.6,8.77,24.1,44.5,8.48,6.61,16.1,5.09,40,38.9,0.87,0.68,0.82,0.64,6.43,71.7,21.9
DO.0336,M,G8,LGDO-M-20,10/25/2011,6/19/2012,238,FCM (T-B-NK) 33wks,95.1,51.9,84,51.7,43.4,68.9,16.1,13.5,16.2,6.35,41.7,35.7,14.8,12.5,6.84,8.48,68.4,16.3,0.67,0.56,0.61,0.52,10.9,67.3,21.8
DO.0336,M,G8,LGDO-M-20,10/25/2011,6/11/2013,595,FCM (T-B-NK) 85wks,90.1,69,78,44.5,34.7,25.7,13.2,10.3,27.1,4.89,36.3,31.7,15.6,12.2,17.9,4.33,58.1,19.7,0.896,0.699,1.3,1.01,6.95,61.3,31.7
DO.0337,M,G8,LGDO-M-20A,10/27/2011,12/11/2012,411,FCM (T-B-NK) 59wks,93.1,62.7,73.5,58.1,42.7,50.1,12.2,8.95,16.6,3.27,9.24,70.9,9.07,6.67,28.7,4.04,15.1,52.2,0.38,0.28,0.17,0.12,6.78,67.8,23.7
DO.0337,M,G8,LGDO-M-20A,10/27/2011,6/19/2012,236,FCM (T-B-NK) 33wks,93.7,51.5,72.9,54.3,39.6,79.6,13,9.47,17.3,9.6,20.5,52.6,13.9,10.2,9.15,45.4,34.7,10.7,0.12,0.085,0.45,0.33,8.2,67.8,24
DO.0337,M,G8,LGDO-M-20A,10/27/2011,6/11/2013,593,FCM (T-B-NK) 85wks,87.1,69.8,77.5,54.5,42.2,25.9,10.8,8.41,17.8,1.51,10.7,70,5.86,4.55,18.6,7.12,35.3,38.9,0.199,0.155,0.135,0.104,22,16,62
DO.0338,M,G8,LGDO-M-20,10/23/2011,12/11/2012,415,FCM (T-B-NK) 59wks,93.2,75.5,62.3,50.5,31.4,47.2,12.4,7.73,28.1,6.46,18.8,46.7,5.56,3.46,33.6,4.33,11,51.1,3.02,1.88,1.71,1.07,4.82,73.2,22
DO.0338,M,G8,LGDO-M-20,10/23/2011,6/19/2012,240,FCM (T-B-NK) 33wks,93.1,65.1,64.4,47.5,30.6,79.2,18.1,11.7,26,8.11,44,21.9,5.24,3.37,18.4,32.9,37.4,11.4,3.82,2.46,1.33,0.85,3.34,64.9,31.7
DO.0338,M,G8,LGDO-M-20,10/23/2011,6/11/2013,597,FCM (T-B-NK) 85wks,93.6,80.5,60.5,27.6,16.7,36.6,7.86,4.76,43.6,4.21,12,40.2,5.38,3.26,20.3,12.2,38,29.5,3.24,1.96,0.881,0.533,1.53,58.2,40.2
DO.0339,M,G8,LGDO-M-20,10/26/2011,12/11/2012,412,FCM (T-B-NK) 59wks,95.9,71.8,67.2,38.1,25.6,21.5,24.8,16.7,13.9,4.45,12.8,68.9,12.1,8.15,10.1,4.43,23.8,61.6,0.34,0.23,0.31,0.21,6.86,43.1,50
DO.0339,M,G8,LGDO-M-20,10/26/2011,6/19/2012,237,FCM (T-B-NK) 33wks,94.3,56.1,45.9,26.9,12.3,65.9,21.3,9.79,14.2,8.01,48,29.8,14.6,6.72,7.63,8.03,66.3,18.1,0.22,0.099,0.48,0.22,3.82,61.8,34.4
DO.0339,M,G8,LGDO-M-20,10/26/2011,6/11/2013,594,FCM (T-B-NK) 85wks,95.1,76.4,65.6,30.1,19.8,25.8,16.7,11,12.7,2.29,29.4,55.6,10.3,6.73,6.71,3.79,60.7,28.7,0.145,0.0952,0.247,0.162,10,23.8,66.2
DO.0340,M,G8,LGDO-M-20B,10/23/2011,12/11/2012,415,FCM (T-B-NK) 59wks,94.3,70.9,73.5,53.8,39.6,56.3,10.4,7.63,9.67,6.87,23,60.4,6.22,4.57,19.3,4.72,20.2,55.8,0.65,0.48,0.87,0.64,3.46,73.3,22.6
DO.0340,M,G8,LGDO-M-20B,10/23/2011,6/19/2012,240,FCM (T-B-NK) 33wks,95,29.9,57.9,42.9,24.8,88.5,9.33,5.4,6.86,5.31,37.8,50.1,6.45,3.73,14,14.8,36.7,34.5,0.25,0.14,0.52,0.3,2.56,64.1,33.3
DO.0340,M,G8,LGDO-M-20B,10/23/2011,6/11/2013,597,FCM (T-B-NK) 85wks,91.8,74,68,56.6,38.5,44.6,5.9,4.01,25.4,8.01,19.6,47,2.91,1.98,15.8,8.59,38.4,37.2,0.277,0.188,0.334,0.227,7.21,51.4,41.4
DO.0341,M,G8,LGDO-M-21,10/23/2011,12/18/2012,422,FCM (T-B-NK) 59wks,92.5,68.6,62.8,65.4,41.1,75.4,9.12,5.73,32.4,12.1,18,37.5,6.96,4.37,29.9,15.2,27.2,27.6,0.18,0.12,0.2,0.12,9.09,43.9,43.9
DO.0341,M,G8,LGDO-M-21,10/23/2011,6/12/2012,233,FCM (T-B-NK) 33wks,89.9,49.2,19.1,25.1,4.8,65.2,5.72,1.09,19.1,2.85,16.8,61.3,4.21,0.8,18.1,16,25.9,40.1,0.049,0.0095,0.089,0.017,5.56,88.9,5.56
DO.0341,M,G8,LGDO-M-21,10/23/2011,6/18/2013,604,FCM (T-B-NK) 85wks,93.7,84.2,74.5,57.1,42.5,62.4,10.6,7.93,26.4,6.37,27.8,39.4,9.9,7.38,26.3,17.4,39.8,16.5,0.0697,0.052,0.0279,0.0208,0,10,90
DO.0342,M,G8,LGDO-M-21A,10/23/2011,12/18/2012,422,FCM (T-B-NK) 59wks,94.7,66.9,59.1,41.1,24.3,58.9,15.2,8.98,19.3,10.1,18.1,52.5,12,7.08,33.4,15.5,25.6,25.5,0.16,0.093,0.16,0.1,9.62,44.2,46.2
DO.0342,M,G8,LGDO-M-21A,10/23/2011,6/12/2012,233,FCM (T-B-NK) 33wks,87.7,40.7,18.2,27.9,5.06,65.1,14.5,2.64,21.9,2.66,7.77,67.7,12.5,2.27,24.3,15.5,20.2,39.9,0.21,0.038,0.52,0.095,0,88.5,11.5
DO.0342,M,G8,LGDO-M-21A,10/23/2011,6/18/2013,604,FCM (T-B-NK) 85wks,95.8,73.8,81.2,30.6,24.8,43.7,14.5,11.8,16.5,7.95,28.4,47.1,14.4,11.7,19.6,32.5,34.5,13.3,0.1,0.0813,0.0537,0.0436,22.7,9.09,68.2
DO.0343,M,G8,LGDO-M-21,10/25/2011,12/18/2012,420,FCM (T-B-NK) 59wks,91.1,75.7,67.1,69.2,46.4,54.2,6.54,4.39,25,10.4,42.2,22.4,2.92,1.96,6.48,20.4,63.3,9.76,0.18,0.12,0.13,0.09,10.4,31.2,58.3
DO.0343,M,G8,LGDO-M-21,10/25/2011,6/12/2012,231,FCM (T-B-NK) 33wks,86.3,46.8,23.6,40.3,9.52,54.1,4.59,1.09,10.7,2.47,30.4,56.5,3.03,0.72,2.09,10.3,50.9,36.7,0.21,0.049,0.032,0.0075,0,28.6,71.4
DO.0343,M,G8,LGDO-M-21,10/25/2011,6/18/2013,602,FCM (T-B-NK) 85wks,92.9,90.9,82.2,73.9,60.7,57.6,2.2,1.81,24,7.62,22.2,46.1,2.05,1.68,6.01,35.8,48,10.2,0.0923,0.0759,0.0497,0.0408,9.52,14.3,76.2
DO.0344,M,G8,LGDO-M-21,10/24/2011,12/18/2012,421,FCM (T-B-NK) 59wks,94.6,75,62.5,66.2,41.4,70,10.6,6.63,21.1,6.75,7.31,64.8,9.34,5.84,35.3,25.2,12.7,26.8,0.26,0.16,1.55,0.97,1.71,77.1,20.6
DO.0344,M,G8,LGDO-M-21,10/24/2011,6/12/2012,232,FCM (T-B-NK) 33wks,93.4,49.8,39.4,59.4,23.4,58.2,8.82,3.47,17.8,2.42,2.7,77.1,9.08,3.57,36.9,13.9,6.73,42.5,0.22,0.085,1.15,0.45,0.79,81,17.7
DO.0344,M,G8,LGDO-M-21,10/24/2011,6/18/2013,603,FCM (T-B-NK) 85wks,93.9,87.2,81.8,60.1,49.2,59.2,10.3,8.41,23.5,9.16,9.28,58.1,14.2,11.6,20.1,49.8,14,16.1,0.228,0.187,1.06,0.871,1.89,72.4,25.7
DO.0345,M,G8,LGDO-M-21,10/22/2011,12/18/2012,423,FCM (T-B-NK) 59wks,92.5,58.8,63.2,55.4,35,55.7,10.8,6.8,22.9,6.66,27.1,43.3,4.01,2.53,17.5,8.65,45.3,28.6,1.79,1.13,0.86,0.54,3.73,53.9,42.4
DO.0345,M,G8,LGDO-M-21,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,91.3,41.1,17.1,25.7,4.39,46,13,2.22,11.7,1.11,10.5,76.7,8.29,1.42,13.2,8.78,20.9,57.2,0.67,0.12,0.64,0.11,6.72,73.9,17.6
DO.0345,M,G8,LGDO-M-21,10/22/2011,6/18/2013,605,FCM (T-B-NK) 85wks,95.3,85,79.8,58.7,46.9,50,9.76,7.79,30.5,9.23,24.9,35.4,6.32,5.04,18.1,28.7,44.7,8.51,1.35,1.08,0.722,0.576,2.8,55.9,41.3
DO.0346,M,G8,LGDO-M-22,10/22/2011,12/18/2012,423,FCM (T-B-NK) 59wks,93.4,63.5,52.5,32.3,16.9,44.3,11.7,6.15,23,17.2,22.1,37.7,9.04,4.75,9.9,22.3,39.7,28.1,1.52,0.8,1.07,0.56,5.54,64.5,29
DO.0346,M,G8,LGDO-M-22,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,91.8,45.8,27.4,26.7,7.32,31.5,9.74,2.67,13,3.91,15.7,67.5,9.49,2.6,11.1,23.3,22.9,42.7,1.55,0.43,0.6,0.16,2.58,69,28.4
DO.0347,M,G8,LGDO-M-22,10/22/2011,12/18/2012,423,FCM (T-B-NK) 59wks,93.5,72.1,68.2,64.8,44.2,56.4,10.7,7.32,15.9,5.89,22,56.2,7.01,4.78,9.95,10.4,44.9,34.7,1.34,0.91,0.72,0.49,1.18,43.5,55.3
DO.0347,M,G8,LGDO-M-22,10/22/2011,6/12/2012,234,FCM (T-B-NK) 33wks,92.7,48.8,37,56.5,20.9,53.1,11.2,4.13,12.9,1.98,13,72.1,7.6,2.81,9.52,8.59,25.5,56.4,1.39,0.51,0.43,0.16,2.34,35.2,62.5
DO.0347,M,G8,LGDO-M-22,10/22/2011,6/18/2013,605,FCM (T-B-NK) 85wks,93.2,79.8,78.5,60,47.1,52.7,9.45,7.42,16,4.68,19.1,60.2,7.04,5.53,13.4,27.7,34.5,24.4,0.795,0.624,1.12,0.882,1.65,71.2,27.1
