Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,Transitions.Made,Correct.Transitions,X..Correct,Tmaze.Duration.Start.1st.min,Tmaze.Duration.Start.2nd.min,Tmaze.Duration.Start.3rd.min,Tmaze.Duration.Start.4th.min,Tmaze.Duration.Start.5th.min,Tmaze.Duration.Right.1st.min,Tmaze.Duration.Right.2nd.min,Tmaze.Duration.Right.3rd.min,Tmaze.Duration.Right.4th.min,Tmaze.Duration.Right.5th.min,Tmaze.Duration.Left.1st.min,Tmaze.Duration.Left.2nd.min,Tmaze.Duration.Left.3rd.min,Tmaze.Duration.Left.4th.min,Tmaze.Duration.Left.5th.min,Tmaze.Duration.Center.1st.min,Tmaze.Duration.Center.2nd.min,Tmaze.Duration.Center.3rd.min,Tmaze.Duration.Center.4th.min,Tmaze.Duration.Center.5th.min,Tmaze.total.Distance.1st.min,Tmaze.total.Distance.2nd.min,Tmaze.total.Distance.3rd.min,Tmaze.total.Distance.4th.min,Tmaze.total.Distance.5th.min,Tmaze.Latency.to.Center.1st.min,Tmaze.Latency.to.Center.2nd.min,Tmaze.Latency.to.Center.3rd.min,Tmaze.Latency.to.Center.4th.min,Tmaze.Latency.to.Center.5th.min
DO.0834,F,G10,CSDO-F-47,5/11/2012,11/30/2012,203,Mouse number <900,3,3,100,40.1735,32.9796,60,60,54.7281,10.4838,0.193526,NA,NA,NA,NA,18.3517,NA,NA,NA,8.64198,7.24057,NA,NA,NA,244.421,308.295,165.329,167.306,61.0277,40.5072,60.4271,NA,NA,NA
DO.0835,F,G10,CSDO-F-47,5/10/2012,11/30/2012,204,Mouse number <900,12,8,66.7,25.5989,10.2369,11.3447,NA,NA,0.467133,8.12145,15.2686,16.7834,12.4124,5.43877,3.3033,NA,6.36637,11.4181,23.657,32.8996,27.2139,30.5772,28.1281,276.646,384.09,218.518,150.311,305.457,26.5265,62.4625,131.732,180,246.613
DO.0836,F,G10,CSDO-F-48,5/14/2012,5/31/2013,382,Mouse number <900,11,6,54.55,8.80881,5.27194,3.13647,5.2052,6.94027,13.8805,4.67134,6.33967,7.0337,1.24124,NA,5.33867,9.87654,NA,NA,22.8295,39.2326,20.3737,37.3507,33.0998,248.56,285.281,211.968,218.671,182.893,10.4771,60,129.062,180,241.909
DO.0837,F,G10,CSDO-F-48,5/13/2012,5/31/2013,383,Mouse number <900,11,8,72.73,30.7641,0.533867,0.533868,18.7521,NA,3.93727,NA,NA,6.74008,8.74208,1.26794,1.13447,15.4154,1.53487,18.9523,21.4281,53.5269,29.6363,26.1395,19.2526,424.622,210.427,250.254,387.422,239.131,30.7641,60,120,180,240.24
DO.0838,F,G10,CSDO-F-48,5/17/2012,5/31/2013,379,Mouse number <900,13,12,92.31,18.7521,13.7471,7.60761,9.07574,15.5822,NA,7.54087,14.8148,11.2112,5.93927,NA,9.60961,10.4771,11.1445,4.33767,19.9533,12.2923,18.8055,22.1822,30.9376,202.856,301.798,288.764,343.568,287.899,21.0878,63.1965,120,183.317,240
DO.0839,F,G10,CSDO-F-48,5/14/2012,5/31/2013,382,Mouse number <900,11,9,81.82,15.3487,NA,11.7451,8.14147,NA,4.2042,11.1445,8.54187,1.16116,21.7618,6.13947,7.34067,8.60861,NA,NA,34.6413,41.8485,31.3046,50.7641,36.1028,438.573,394.127,346.401,252.977,268.861,13.2799,60,120,180,249.383
DO.0901,M,G8,CSDO-M-13,10/27/2011,10/26/2012,365,Mouse number <1000,5,4,80,16.9571,16.1426,NA,NA,20.8875,5.07172,NA,4.87152,NA,NA,NA,7.00699,NA,NA,NA,29.4961,31.712,36.977,55.1952,33.4402,354.724,277.916,220.865,151.6,208.322,15.6823,77.6107,120,180,240
DO.0902,M,G8,CSDO-M-13,10/23/2011,4/19/2013,544,Mouse number <1000,10,6,60,17.017,15.6156,16.6166,NA,22.0554,0.467134,2.93627,NA,20.4872,NA,0.133466,8.20821,0.533867,NA,9.27594,36.9102,33.0397,31.972,17.0637,10.5439,342.047,415.306,281.403,220.829,390.63,15.8825,60,120,180,240.841
DO.0903,M,G8,CSDO-M-13,10/23/2011,4/19/2013,544,Mouse number <1000,14,8,57.1,14.014,7.27392,16.6166,12.8128,NA,15.2888,28.0878,0.867532,8.94225,7.04125,11.8785,NA,8.94225,0.266933,19.3526,18.4851,24.705,33.8406,38.3117,33.6729,519.835,403.174,325.516,281.654,268.51,14.4811,71.6715,120,180,240
DO.0905,M,G8,CSDO-M-13A,10/23/2011,4/19/2013,544,Mouse number <1000,6,5,83.3,35.9693,12.0254,4.05739,NA,NA,NA,11.6783,NA,15.3487,NA,17.6844,NA,23.7571,NA,15.4821,6.34635,36.363,32.3857,44.6513,44.1842,241.399,278.055,228.813,199.232,156.638,35.9693,60,123.724,180,240
DO.0906,M,G8,CSDO-M-14,10/24/2011,11/9/2012,382,Mouse number <1000,8,7,87.5,22.022,11.4114,NA,17.8178,0.835065,26.9671,24.0308,54.1275,14.7275,38.1047,NA,10.8108,NA,15.4428,12.7854,10.4771,12.8795,5.73905,7.34065,6.13945,1863.02,1996.52,1223.26,1331.17,1403.94,22.0887,81.281,164.03,192.058,254.787
DO.0907,M,G8,CSDO-M-14,10/26/2011,10/26/2012,366,Mouse number <1000,4,4,100,23.023,11.692,2.45542,NA,NA,13.2799,NA,NA,NA,12.8128,3.81065,0.994144,NA,NA,NA,12.3456,27.1604,56.7438,51.1912,42.7828,414.025,399.408,152.392,236.716,403.489,27.4273,61.2611,123.189,180,240
DO.0908,M,G8,CSDO-M-14,10/23/2011,11/9/2012,383,Mouse number <1000,11,7,63.6,25.025,NA,9.20918,8.47512,NA,7.68117,10.1366,8.54185,NA,15.4496,5.93926,12.0257,3.32295,NA,15.4821,20.6206,37.5041,37.7248,51.258,28.4009,2299.07,2207.85,1919.22,1513.88,1413.28,17.6843,60.9274,123.39,180,240
DO.0909,M,G8,CSDO-M-14,10/25/2011,11/9/2012,381,Mouse number <1000,8,8,100,43.9772,2.86953,NA,17.017,NA,NA,14.5478,0.266932,NA,19.8198,6.33965,NA,8.54185,1.66833,NA,9.21604,38.6454,50.257,39.3127,35.6424,1681.02,2016.52,1421.48,2452.89,1602.13,44.1774,60,120,180,240
DO.0911,M,G8,CSDO-M-15,10/24/2011,10/26/2012,368,Mouse number <1000,11,5,45.5,23.2232,6.94025,0.266933,1.93526,14.8815,9.74305,8.82249,0.053026,NA,NA,8.54185,7.80778,7.67432,8.87552,17.4841,14.0807,22.8228,30.8307,41.0016,20.0935,658.226,560.073,333.292,281.519,407.902,19.4194,60.3268,120.253,187.12,240
DO.0913,M,G8,CSDO-M-15A,10/22/2011,10/26/2012,370,Mouse number <1000,6,3,50,30.6973,NA,9.67631,NA,NA,11.6116,NA,20.4871,NA,9.67631,6.20619,8.74205,NA,16.2162,4.63886,7.41424,34.3744,20.2065,36.8641,43.0822,603.291,318.859,424.275,361.665,273.363,16.6833,60,120,180.18,240
DO.0914,M,G8,CSDO-M-15A,10/22/2011,4/19/2013,545,Mouse number <1000,10,6,60,17.8178,7.82116,5.65899,11.3447,6.67334,7.94128,14.8148,NA,NA,6.94027,9.74308,11.6116,NA,0.266934,0.467134,23.4968,25.7524,54.341,48.5219,45.9193,479.64,533.537,374.967,390.123,379.386,17.8846,60,124.725,180,240
DO.0915,M,G8,CSDO-M-15,10/22/2011,4/19/2013,545,Mouse number <1000,15,6,40,21.3615,7.06687,10.2975,21.5343,24.8915,10.4104,16.2162,NA,15.015,3.37093,NA,7.74105,6.33965,5.33866,10.2102,28.0947,29.1094,43.6298,18.379,21.7943,549.113,547.45,527.142,600.553,526.859,13.8138,67.0669,120,192.992,240
DO.0916,M,G8,CSDO-M-16,10/23/2011,10/26/2012,369,Mouse number <1000,9,7,77.8,36.9035,1.86853,0.400399,NA,12.3456,0.800799,NA,11.745,NA,10.2102,6.07272,NA,NA,4.56527,5.67917,12.3525,45.3854,27.2802,12.6793,12.5458,501.081,291.236,316.225,172.093,344.28,37.9045,60,120,180.513,245.511
DO.0917,M,G8,CSDO-M-16,10/26/2011,11/9/2012,380,Mouse number <1000,6,6,100,34.7081,10.2701,10.6979,11.8579,NA,NA,4.93826,NA,8.14145,NA,NA,7.34065,NA,NA,0.600599,22.0887,36.9839,48.4346,38.7327,59.2659,1631.38,1503.58,775.444,1385.95,680.768,27.3606,70.3368,120,192.125,240
DO.0919,M,G8,CSDO-M-16,10/25/2011,10/26/2012,367,Mouse number <1000,7,4,57.1,39.773,11.1582,5.65862,16.8168,NA,NA,15.8158,5.93926,NA,NA,NA,7.14045,14.8815,6.27292,NA,18.3585,19.8129,16.8168,29.4568,53.6928,387.667,607.375,517.714,550.977,238.684,41.6415,60,122.122,197.997,240
DO.0920,M,G8,CSDO-M-16,10/22/2011,11/9/2012,384,Mouse number <1000,20,9,45,11.9452,16.7637,23.23,17.6637,10.01,4.20419,9.94325,NA,8.636,14.9876,10.484,8.86866,11.745,10.4771,19.12,27.9612,23.4901,24.8247,22.6226,15.2152,1998.33,2463.89,2443.24,3622.41,3036.97,16.016,63.1296,130.196,186.719,247.513
DO.0921,M,G8,CSDO-M-17A,10/24/2011,4/26/2013,550,Mouse number <1000,11,7,63.6,13.9473,22.022,9.20921,8.67534,NA,3.4034,10.3437,0.066734,NA,16.8168,11.5449,4.55122,20.8075,0.627294,10.4505,31.1044,23.2165,30.05,50.8308,32.1321,499.832,512.616,445.617,319.28,430.266,13.9473,60,122.99,180,250.45
DO.0922,M,G8,CSDO-M-17B,10/27/2011,4/26/2013,547,Mouse number <1000,6,5,83.3,27.4274,21.5549,NA,NA,NA,1.80848,10.8709,NA,NA,6.33967,11.9453,NA,0.066734,NA,26.6934,18.9523,27.7744,60,60,27.5676,498.701,271.346,200.464,148.177,314.852,19.8866,70.8041,120,180,240
DO.0923,M,G8,CSDO-M-17,10/27/2011,11/9/2012,379,Mouse number <1000,24,15,62.5,20.754,6.13945,11.0777,11.6116,11.0777,10.744,16.1494,5.87252,11.6783,17.9188,14.8815,NA,6.07272,7.47412,12.8795,12.5527,37.1105,34.9083,28.235,16.4557,3360.9,3072.63,2870.37,2553.34,2568.67,13.4801,60,120,180,240
DO.0924,M,G8,CSDO-M-17,10/25/2011,11/9/2012,381,Mouse number <1000,7,6,85.7,17.4841,1.13447,0.133466,19.5528,13.8138,0.066734,NA,NA,15.4154,NA,0.533864,NA,NA,12.2789,8.40838,40.981,57.9313,59.5123,11.9727,37.7111,1320.03,1393.84,1294.25,2465.78,1755.12,17.5508,60,120,180.046,240
DO.0926,M,G8,CSDO-M-18,10/24/2011,4/26/2013,550,Mouse number <1000,15,8,53.3,33.8338,16.4164,4.55789,16.997,13.5469,NA,8.62196,15.1351,9.14247,11.8118,5.60561,7.47414,17.4842,7.54087,10.644,4.07074,11.2779,6.07274,13.8405,11.9186,168.258,126.619,137.854,108.619,139.775,12.2122,82.349,128.262,199.266,240
DO.0927,M,G8,CSDO-M-18,10/23/2011,4/26/2013,551,Mouse number <1000,32,14,43.8,NA,3.41675,24.8782,21.5549,4.2042,3.87054,16.283,13.3667,1.47481,14.2543,48.9223,23.1498,8.27494,11.2112,8.67534,7.07374,16.8168,13.4801,25.7591,32.3323,554.942,679.019,624.202,463.984,408.122,14.2142,61.9286,121.455,180.714,245.445
DO.0929,M,G8,CSDO-M-18,10/26/2011,4/26/2013,548,Mouse number <1000,10,8,80,32.1054,8.86887,NA,15.6823,32.6326,7.94127,8.87554,14.8148,NA,NA,9.00901,NA,17.5509,14.7481,NA,11.011,42.1889,29.3694,29.7698,27.5008,435.248,297.609,299.387,258.724,198.188,18.6854,62.9296,120,180,240
DO.0930,M,G8,CSDO-M-18,10/23/2011,4/26/2013,551,Mouse number <1000,7,5,71.4,34.301,16.1495,NA,34.8615,10.7841,7.87454,NA,15.5022,2.98298,19.7531,8.41508,13.4067,NA,NA,NA,9.54288,30.7107,44.4978,22.1555,29.4628,377.806,339.658,293.719,202.494,287.097,34.301,60.7274,120,182.983,250.784
DO.0931,M,G8,CSDO-M-19B,10/26/2011,4/26/2013,548,Mouse number <1000,13,6,46.2,26.0928,NA,8.94228,10.8775,15.015,1.34134,17.2773,NA,8.47514,5.60561,15.4154,29.4294,2.82282,2.91625,7.40741,17.4174,13.36,48.5686,37.7978,32.1054,395.759,375.752,275.64,291.013,329.726,20.287,69.8699,120,182.85,240
DO.0932,M,G8,CSDO-M-19,10/22/2011,4/12/2013,538,Mouse number <1000,7,4,57.1,36.7034,49.0624,22.9429,NA,12.1121,1.2012,NA,NA,13.6803,NA,NA,NA,21.7084,28.9423,NA,22.3624,10.9376,15.8158,16.3764,47.1538,248.274,342.381,290.032,326.3,282.487,36.3697,60,142.676,208.675,240
DO.0933,M,G8,CSDO-M-19A,10/25/2011,4/19/2013,542,Mouse number <1000,9,9,100,38.038,5.53887,13.9473,1.33467,5.17184,NA,16.4831,5.93927,9.87654,3.2032,NA,8.20821,13.1465,9.94328,NA,21.0944,29.3026,26.6333,34.9082,46.0861,366.201,350.243,344.118,342.784,211.912,34.2342,60,120,180,240
DO.0935,M,G8,CSDO-M-19,10/22/2011,4/12/2013,538,Mouse number <1000,6,4,66.7,47.2471,NA,NA,1.26793,22.9562,NA,7.40739,NA,NA,NA,NA,6.47312,NA,14.3476,NA,12.6862,46.253,59.9333,44.5846,37.1772,382.32,407.742,341.136,378.658,333.079,47.1804,60,120,180,240
DO.0936,M,G8,CSDO-M-20,10/24/2011,4/19/2013,543,Mouse number <1000,21,14,66.7,19.1525,13.627,24.5646,14.4878,12.7861,7.40741,8.94228,7.54087,16.2829,10.9443,18.2916,10.2035,13.8805,2.73607,17.4174,15.1485,27.1605,14.2809,26.6266,18.8522,535.928,547.183,521.457,387.382,447.656,19.1525,63.1965,121.588,186.854,243.177
DO.0937,M,G8,CSDO-M-20,10/27/2011,4/19/2013,540,Mouse number <1000,9,6,66.7,51.5249,10.1368,NA,12.1054,10.2169,NA,5.8058,NA,11.8785,9.94328,NA,3.95062,3.79046,NA,12.2789,NA,40.04,56.4097,36.016,27.4942,188.771,421.009,318.727,410.705,444.351,NA,68.8689,123.59,180,246.78
DO.0938,M,G8,CSDO-M-20,10/25/2011,4/19/2013,542,Mouse number <1000,16,8,50,23.8906,10.2769,15.3487,9.80981,14.2809,9.00901,4.87154,6.94027,3.26994,0.633968,4.13747,6.94027,8.00801,7.40741,NA,22.696,37.5108,29.6363,38.9122,42.8829,401.711,385.011,416.73,301.675,256.662,24.024,60,120,180,240
DO.0939,M,G8,CSDO-M-20,10/25/2011,4/19/2013,542,Mouse number <1000,30,17,56.7,25.2919,11.011,18.2849,22.1554,6.80679,4.07072,8.08842,12.8864,6.91969,17.7853,21.6284,20.4802,12.2122,6.00599,3.67033,8.87552,20.8208,16.75,25.2526,31.8711,738.005,946.177,872.073,712.983,661.491,12.2789,60.7939,125.525,182.515,240
DO.0940,M,G8,CSDO-M-20,10/27/2011,4/19/2013,540,Mouse number <1000,33,19,57.6,14.688,12.4725,9.07574,15.8826,9.54288,14.6146,14.4945,14.0674,15.4821,12.1455,17.3507,8.80881,8.87554,13.3467,5.53887,13.7471,20.02,27.1138,15.2219,31.705,998.411,916.08,732.137,824.034,689.374,14.6146,64.5312,123.056,180,240
DO.0941,M,G8,CSDO-M-21,10/27/2011,4/12/2013,533,Mouse number <1000,6,5,83.3,16.5499,NA,6.67334,NA,21.3547,0.333667,NA,NA,4.87154,NA,0.200199,NA,NA,NA,4.07074,42.5158,59.0657,52.4591,54.7948,33.707,302.94,151.58,177.918,116.94,197.955,16.7501,60,120,180,240
DO.0942,M,G8,CSDO-M-21,10/22/2011,10/26/2012,370,Mouse number <1000,8,5,62.5,26.3596,17.8178,0.333665,15.6156,NA,NA,NA,8.20818,0.894945,10.7166,11.4781,24.5048,25.6118,0.266933,8.34165,20.4272,14.6077,14.5478,29.6963,38.6385,434.169,560.787,446.797,462.469,342.426,26.6265,60,148.548,184.918,250.917
DO.0943,M,G8,CSDO-M-21,10/24/2011,4/12/2013,536,Mouse number <1000,11,8,72.7,21.5549,17.2172,17.017,22.6226,NA,15.015,11.1445,0.266934,NA,19.6864,NA,8.40841,8.60861,7.80781,7.07374,23.4968,23.2299,34.3744,29.703,33.3734,322.217,343.123,283.738,247.24,260.051,21.2212,60,120,180,240
DO.0944,M,G8,CSDO-M-21,10/27/2011,4/12/2013,533,Mouse number <1000,7,6,85.7,21.021,28.5085,3.45679,20.02,NA,NA,14.6813,13.5469,10.3704,8.58192,17.8178,NA,5.02503,8.52186,NA,19.96,16.8101,37.9713,21.0878,51.4848,463.299,423.643,333.435,394.256,251.419,20.9543,60,123.457,188.522,248.515
DO.0945,M,G8,CSDO-M-21,10/25/2011,10/26/2012,367,Mouse number <1000,5,5,100,31.8985,NA,NA,26.4263,NA,13.8206,8.66846,NA,7.10113,15.9886,NA,5.80579,NA,NA,7.77532,13.1464,43.9909,60,21.5343,32.6993,321.734,283.316,73.7426,260.218,197.758,32.1654,68.9354,120,180,256.189
DO.0947,M,G8,CSDO-M-22,10/27/2011,4/26/2013,547,Mouse number <1000,18,10,55.6,22.4224,11.7451,3.49016,8.72205,0.533868,9.74308,12.2122,6.60661,13.5469,6.33967,10.2769,3.73707,5.53887,NA,9.80981,17.6243,32.5726,44.4311,37.7978,43.8505,766.91,495.792,431.739,331.885,375.778,16.5499,60,120,186.453,240
DO.0948,M,G8,CSDO-M-22,10/22/2011,4/26/2013,552,Mouse number <1000,7,4,57.1,33.4334,2.93627,24.2242,NA,1.1011,3.2032,NA,NA,NA,NA,5.73907,0.133467,1.26794,NA,3.26994,15.0884,53.3267,34.708,59.7998,55.4955,330.304,188.559,185.255,120.287,148.25,22.9563,60,120,180,240
DO.0949,M,G8,CSDO-M-22,10/25/2011,10/26/2012,367,Mouse number <1000,8,5,62.5,18.7589,4.99814,0.333666,NA,11.6116,9.87651,9.34265,NA,NA,NA,6.94025,NA,NA,8.10213,5.51144,19.8198,30.3106,52.3257,48.6279,34.9015,558.866,262.223,201.111,229.247,300.355,15.0817,65.5987,120,180,246.246
DO.0950,M,G8,CSDO-M-22A,10/27/2011,4/26/2013,547,Mouse number <1000,14,11,78.6,31.9653,0.667334,10.3637,15.9293,11.6116,NA,18.2316,9.99666,25.1852,11.7184,14.3477,14.8815,13.2799,NA,14.4144,13.8205,26.2196,26.4264,18.8856,21.3881,358.611,304.912,282.594,394.778,382.108,18.9523,60,129.997,186.653,242.776
DO.0951,M,G8,CSDO-M-23,10/23/2011,10/26/2012,369,Mouse number <1000,10,7,70,31.8386,13.0729,1.4014,16.75,1.13446,NA,5.07172,NA,13.2132,21.8885,4.13746,3.2032,NA,5.4328,2.50845,20.02,32.446,54.5073,17.6176,24.6913,440.482,408.017,203.976,575.432,266.327,28.3616,73.6067,120,198.198,243.309
DO.0952,M,G8,CSDO-M-23,10/27/2011,4/12/2013,533,Mouse number <1000,6,3,50,36.5031,3.53686,NA,NA,2.33566,NA,NA,2.53586,NA,9.14245,NA,NA,1.2012,NA,8.40838,23.5637,56.9303,56.2629,60,40.0792,266.726,133.824,189.144,67.7808,162.256,34.3676,60,120,180,240
DO.0953,M,G8,CSDO-M-23,10/24/2011,4/12/2013,536,Mouse number <1000,16,12,75,33.5736,19.2125,8.74207,7.6343,12.1188,4.47114,8.20821,18.9523,13.6136,25.3587,7.47414,16.63,8.12813,11.2112,6.70671,14.4811,16.016,24.2442,27.6743,15.8158,528.389,445.974,472.297,354.691,317.784,17.017,79.2125,122.055,180,245.312
DO.0954,M,G8,CSDO-M-23,10/24/2011,10/26/2012,368,Mouse number <1000,12,10,83.3,17.3575,1.99514,14.748,12.8795,NA,5.73905,0.800798,7.80779,NA,0.333666,10.4771,1.93526,3.15702,8.25436,NA,20.2202,46.6602,27.8808,30.9916,50.5239,684.813,306.733,517.256,263.711,197.533,14.0807,62.1286,120,187.921,240
DO.0955,M,G8,CSDO-M-23,10/26/2011,4/12/2013,534,Mouse number <1000,6,5,83.3,22.4891,11.5448,17.751,14.4144,7.80779,9.7499,6.533,NA,NA,NA,12.0787,4.2179,17.4704,NA,NA,15.6823,37.771,24.912,45.6524,51.7575,434.099,324.192,275.846,212.157,206.531,22.4891,63.4633,137.404,180,240
DO.0956,M,G8,CSDO-M-24,10/23/2011,11/9/2012,383,Mouse number <1000,22,11,50,33.5001,3.67033,13.747,9.80978,13.2799,12.0787,9.34265,16.75,2.96367,15.7884,NA,8.94225,7.14045,14.8815,9.60958,13.013,37.2508,18.1583,31.0771,18.7863,2301.07,2552.52,2774.95,2163.54,2306.69,19.6863,60.0599,120,180,248.314
DO.0957,M,G8,CSDO-M-24,10/25/2011,11/9/2012,381,Mouse number <1000,16,10,62.5,22.4891,9.95695,9.12874,11.2779,6.07272,9.27592,2.4024,13.8805,8.47512,4.47112,2.13546,8.60858,7.07372,16.8442,8.6479,25.1653,37.8309,26.7806,22.8022,37.1379,2724.67,2163.85,2313.65,2796.91,2036.09,15.6156,60,129.529,180,249.048
DO.0958,M,G8,CSDO-M-24A,10/22/2011,10/26/2012,370,Mouse number <1000,5,4,80,46.5798,NA,NA,54.6545,NA,NA,36.717,20.0063,0.494546,26.7993,NA,15.2152,NA,NA,11.6116,9.40938,6.87352,22.8433,3.5163,16.016,160.659,216.269,133.06,189.002,234.013,50.3168,76.0091,141.942,180,268.001
DO.0959,M,G8,CSDO-M-24,10/27/2011,11/9/2012,379,Mouse number <1000,5,2,40,18.3516,NA,NA,NA,NA,10.8108,NA,NA,10.2769,16.2162,3.60359,2.6026,8.47512,NA,11.6783,26.2997,56.1962,50.9243,49.3894,27.5677,1915.62,2112.73,1924.69,1711.95,1711.91,18.5518,60,120,180,240
DO.0963,M,G9,CSDO-M-25,2/19/2012,8/9/2013,537,Mouse number <1000,17,10,58.82352941,16.7577,9.93514,9.34248,26.0255,0.600588,4.07065,NA,23.6469,13.0874,45.4128,3.80372,6.15521,7.92524,7.34052,7.34052,35.0343,44.0431,19.0186,13.5466,6.27281,417.61,346.003,373.726,396.417,470.997,15.3484,69.9351,127.925,182.712,244.039
DO.0964,M,G9,CSDO-M-25D,2/21/2012,8/9/2013,535,Mouse number <1000,18,14,77.77777778,30.3631,10.6104,26.3162,14.6572,27.1599,6.8734,11.0108,NA,9.84133,18.6262,6.8734,1.33464,NA,6.53974,4.33758,16.0236,37.1109,33.6171,29.2953,9.67614,565.325,374.307,251.603,386.062,329.948,17.0834,60,120,180.11,248.043
DO.0967,M,G9,CSDO-M-26B,2/18/2012,8/23/2013,552,Mouse number <1000,19,11,57.89473684,27.7684,3.92926,17.8412,11.4858,12.5806,5.80568,9.8096,19.9529,9.74287,0.066732,15.1482,8.20804,4.87144,NA,6.8734,12.1452,38.5202,19.7368,40.5381,42.0762,404.738,438.629,409.394,247.63,253.6,21.4877,63.7958,120,180.243,240
DO.0970,M,G9,CSDO-M-26,2/21/2012,8/23/2013,549,Mouse number <1000,9,6,66.66666667,43.2499,14.2209,40.1602,NA,5.93927,9.87654,3.003,NA,21.021,NA,NA,9.20921,11.7451,NA,0.266934,7.40741,39.5863,12.3524,38.9122,54.995,255.969,238.056,192.041,174.482,107.098,27.8278,68.1348,120,180,240
DO.0971,M,G9,CSDO-M-27,2/20/2012,2/15/2013,361,Mouse number <1000,14,7,50,38.4384,10.3437,4.42442,7.38739,14.1475,NA,13.36,30.0167,31.3647,7.94128,8.61528,11.0711,6.94027,0.493828,15.7891,12.6793,23.7571,15.4821,17.8178,21.5883,580.083,576.908,434.956,455.428,453.515,25.8926,65.3987,133.8,187.387,255.789
DO.0972,M,G9,CSDO-M-27A,2/21/2012,8/23/2013,549,Mouse number <1000,11,8,72.72727273,60,36.7614,18.7755,16.2588,NA,NA,11.8116,3.40333,15.7488,5.33856,NA,4.55364,21.2716,0.400392,3.47006,NA,7.14032,17.0834,30.5283,51.8587,133.079,233.877,276.003,230.706,310.577,NA,96.6279,125.323,193.656,240
DO.0973,M,G9,CSDO-M-27,2/22/2012,2/15/2013,359,Mouse number <1000,28,18,64.3,20.9543,15.3487,3.67034,2.002,8.67534,17.7511,11.0911,28.0814,14.1074,29.6029,7.21388,12.7394,9.54288,9.27594,7.37404,13.4801,19.3527,17.037,28.3417,14.014,899.627,777.809,638.179,606.066,611.486,14.1475,62.7961,120.654,180,256.99
DO.0974,M,G9,CSDO-M-27,2/19/2012,2/15/2013,362,Mouse number <1000,20,12,60,23.7638,6.5332,12.7461,15.2152,NA,7.20721,11.2779,16.4164,18.712,22.7294,12.012,4.4044,0.133466,7.54087,NA,15.4821,36.3163,28.7688,17.7311,NA,719.876,601.718,516.351,612.077,43.8894,15.015,63.7304,120,180,NA
DO.0975,M,G9,CSDO-M-27,2/23/2012,2/15/2013,358,Mouse number <1000,12,7,58.3,17.9513,25.2252,10.2769,15.4821,18.7521,11.0777,NA,17.7511,0.066733,4.27094,10.2102,13.8805,NA,13.2132,NA,19.2926,19.1592,31.2379,28.2349,36.1762,526.594,535.259,493.919,462.567,431.732,17.8178,60,120,180,240
DO.0976,M,G9,CSDO-M-28,2/23/2012,8/9/2013,533,Mouse number <1000,12,7,58.33333333,39.7798,25.0317,6.65999,3.06974,17.3841,5.67234,NA,14.4811,1.53487,0.266934,1.2012,10.4771,NA,0.667334,NA,13.4134,24.4912,38.8589,32.7461,36.3697,307.944,289.808,214.99,103.888,194.987,22.5559,61.9286,120.521,180,243.043
DO.0977,M,G9,CSDO-M-28,2/19/2012,8/9/2013,537,Mouse number <1000,12,10,83.33333333,7.67418,5.80568,2.20216,NA,5.2051,1.40137,12.212,5.2051,11.945,NA,17.7507,3.06967,NA,11.6114,0.467124,32.9735,39.1796,51.9254,36.4436,53.6208,349.818,419.309,189.222,308.939,189.075,7.87438,60,120,180,240
DO.0978,M,G9,CSDO-M-28,2/21/2012,8/9/2013,535,Mouse number <1000,13,7,53.84615385,24.8243,NA,4.67124,3.00294,21.0873,5.87242,8.5417,11.211,11.6114,NA,5.88035,16.8753,17.3503,12.911,5.70722,15.2149,34.6498,26.8342,30.9399,33.3389,295.569,335.168,247.748,208.996,190.546,29.629,63.1285,120,180,245.574
DO.0979,M,G9,CSDO-M-28,2/22/2012,8/9/2013,534,Mouse number <1000,18,9,50,27.7605,NA,7.87438,14.7478,8.58136,15.5565,21.2128,7.27379,18.9836,12.5139,NA,8.67516,17.9509,5.60549,14.2139,15.4818,29.2445,26.8342,20.6631,24.7576,329.123,431.244,503.835,578.154,590.81,28.0942,65.5308,120,180,242.037
DO.0981,M,G9,CSDO-M-29,2/20/2012,2/8/2013,354,Mouse number <1000,8,5,62.5,44.9783,0.200199,NA,NA,NA,2.40908,1.66166,2.28896,11.6583,3.4034,NA,3.2032,NA,12.4391,5.24524,12.0787,54.9349,57.6443,35.8358,50.5506,149.566,419.27,184.869,416.96,252.895,43.9773,61.328,120,182.85,242.109
DO.0982,M,G9,CSDO-M-29A,2/20/2012,2/8/2013,354,Mouse number <1000,5,4,80,36.1028,0.133467,13.4801,1.26793,10.2102,6.67334,NA,13.2132,NA,NA,NA,2.14882,5.79246,NA,NA,17.0237,57.651,27.4474,58.6653,49.3894,284.529,195.159,378.186,157.148,181.23,33.7671,60,125.792,180,240
DO.0983,M,G9,CSDO-M-29A,2/20/2012,2/8/2013,354,Mouse number <1000,22,10,45.5,26.9603,15.015,14.034,6.51985,13.1798,4.47114,6.80681,11.3447,3.93727,7.94127,9.14247,3.67034,12.4791,9.60961,7.60761,19.4928,34.1074,21.9419,39.7998,30.4705,566.314,612.704,463.974,395.902,399.978,20.3537,60,120,186.186,240
