Mouse.ID,Sex,Generation,penName,DOB,Exp.Date,Age.at.Exp.Date,Test.Name,BW,WBC..x103.uL.,RBC..x106.uL.,HGB..g.dL.,HCT....,MCV..fL.,MCH..pg.,MCHC..g.dL.,Plt..x103.uL.,MPV..fL.,X.Retic,X.Retic.109cells.l.,X.Neut,X.LYMPH,X.MONO,X.EOS,X.BASO,X.LUC,X.NEUT.103cells.uL.,X.LYMPH.103cells.uL.,X.MONO.103cells.uL.,X.EOS.103cells.uL.,X.BASO.103cells.uL.,X.LUC.103cells.uL.,CHCM.g.dL.,Tube.A..plasma.vl.,Plasma.Box.ID
DO.0109,F,G8,LGDO-F-22,10/23/2011,12/5/2012,409,Bld-2 57wks,31.17,6.25,10.84,16.6,48.9,45.1,15.3,33.9,1219,5.6,3.13,339.6,22.3,68.4,3.7,4.4,0.5,0.8,1.39,4.28,0.23,0.27,0.03,0.05,31.4,NA,
DO.0111,F,G8,LGDO-F-23,10/23/2011,12/5/2012,409,Bld-2 57wks,43.92,3.18,10.74,15.9,47.2,44,14.8,33.7,1160,4.7,3.59,385.1,28.8,62.4,5.8,2.2,0.3,0.6,0.92,1.98,0.18,0.07,0.01,0.02,31.1,NA,
DO.0113,F,G8,LGDO-F-23,10/22/2011,12/5/2012,410,Bld-2 57wks,34.04,4.92,9.97,15.2,45,45.1,15.2,33.7,1652,4.9,2.73,272.5,20.8,71.6,4.8,2,0.5,0.4,1.02,3.52,0.24,0.1,0.02,0.02,31.5,NA,
DO.0114,F,G8,LGDO-F-23,10/22/2011,12/5/2012,410,Bld-2 57wks,28.71,7.14,12.14,16.5,51.9,42.8,13.6,31.9,1722,5.1,1.17,142.6,11.1,83.9,1.9,2.4,0.2,0.6,0.79,5.99,0.14,0.17,0.01,0.04,29,NA,
DO.0115,F,G8,LGDO-F-23,10/22/2011,12/5/2012,410,Bld-2 57wks,39.33,3.04,11.3,17.9,54.3,48,15.8,32.9,1392,5.4,2.61,295.2,21.9,72.6,2.3,2.6,0.2,0.3,0.66,2.21,0.07,0.08,0.01,0.01,30.2,NA,
DO.0116,F,G8,LGDO-F-24,10/23/2011,12/5/2012,409,Bld-2 57wks,41.58,6.95,10.93,16.7,50,45.8,15.3,33.3,924,5.3,1.45,158.9,9.4,85.2,3.2,1.9,0.1,0.3,0.65,5.92,0.22,0.13,0.01,0.02,30.3,NA,
DO.0117,F,G8,LGDO-F-24,10/22/2011,12/5/2012,410,Bld-2 57wks,39.28,1.85,9.63,14.9,43.4,45,15.4,34.3,898,5.9,3.44,331.7,24.4,60.8,6.7,3.4,2,4.7,0.45,1.12,0.12,0.06,0.04,0.09,32.6,NA,
DO.0118,F,G8,LGDO-F-24,10/24/2011,12/5/2012,408,Bld-2 57wks,36.23,7.16,11.06,15.9,49.5,44.8,14.4,32.2,1284,4.8,4.73,523.1,33.7,58.6,5,1.3,0.3,1.1,2.41,4.19,0.36,0.09,0.02,0.08,30.6,NA,
DO.0119,F,G8,LGDO-F-24,10/25/2011,12/5/2012,407,Bld-2 57wks,35.94,8.55,9.65,15.7,45.1,46.7,16.3,34.8,737,5.7,3.12,301.4,24.5,67.3,3.9,3.1,0.3,0.8,2.1,5.75,0.34,0.27,0.03,0.06,32.6,NA,
DO.0120,F,G8,LGDO-F-24,10/27/2011,12/5/2012,405,Bld-2 57wks,32.71,12.18,11.37,16,48.6,42.7,14.1,32.9,1570,4.8,2.89,328,6.4,89.5,2.1,1.2,0.3,0.6,0.78,10.9,0.25,0.15,0.03,0.08,31,NA,
DO.0122,F,G9,LGDO-F-25,2/22/2012,3/19/2013,391,Bld-2 57wks,34.42,5.45,10.61,15.7,49.2,46.4,14.8,31.8,1101,8.1,3.76,399.4,13.7,82.1,1.3,1.2,0.4,1.2,0.75,4.47,0.07,0.07,0.02,0.07,29.2,NA,
DO.0123,F,G9,LGDO-F-25,2/23/2012,3/19/2013,390,Bld-2 57wks,49.08,6.78,10.38,15,44,42.3,14.5,34.2,1590,7.2,3.29,342,32,61,3.8,1.4,0.3,1.5,2.17,4.14,0.26,0.1,0.02,0.1,31.7,NA,
DO.0124,F,G9,LGDO-F-25,2/19/2012,3/19/2013,394,Bld-2 57wks,26.61,13.03,11,16.2,48.8,44.3,14.8,33.3,1343,7.5,2.34,257.9,7.1,78.2,1.7,11,0.5,1.5,0.92,10.19,0.22,1.44,0.06,0.2,30.8,NA,
DO.0125,F,G9,LGDO-F-25,2/18/2012,3/19/2013,395,Bld-2 57wks,49.17,6.23,11.43,17.8,51.9,45.4,15.6,34.3,1401,7.6,2.63,300.9,18.3,75.7,3.2,2,0.3,0.5,1.14,4.71,0.2,0.13,0.02,0.03,31.9,NA,
DO.0126,F,G9,LGDO-F-26,2/21/2012,3/19/2013,392,Bld-2 57wks,40.55,25.35,9.91,15.3,45.4,45.8,15.4,33.6,1657,6.8,0.8,79.3,83.6,14.1,0.8,1.2,0.2,0.1,21.19,3.57,0.21,0.3,0.05,0.03,31.3,NA,
DO.0127,F,G9,LGDO-F-26,2/20/2012,3/19/2013,393,Bld-2 57wks,44.4,9.57,11.03,17.1,50.1,45.4,15.5,34.2,1559,7.7,2.78,306.7,17.4,75.6,1.6,4.6,0.3,0.5,1.67,7.24,0.15,0.44,0.03,0.04,31.5,NA,
DO.0128,F,G9,LGDO-F-26,2/20/2012,3/19/2013,393,Bld-2 57wks,42.98,7.72,11.94,17.6,50.3,42.1,14.7,35,1514,7.5,2.81,335.3,19,75.3,2.4,2.3,0.3,0.6,1.47,5.81,0.18,0.18,0.03,0.05,32.1,NA,
DO.0129,F,G9,LGDO-F-26,2/21/2012,3/19/2013,392,Bld-2 57wks,40.14,10.34,11.33,15.2,48.1,42.5,13.4,31.7,1894,7.2,1.88,213.3,19.2,72.4,3.9,2.8,0.2,1.5,1.98,7.49,0.4,0.29,0.02,0.15,29.1,NA,
DO.0130,F,G9,LGDO-F-26,2/20/2012,3/19/2013,393,Bld-2 57wks,45.65,6.33,9.7,16,46.2,47.6,16.5,34.6,465,6.4,5.24,508.5,20.1,64.9,4.2,9.6,0.4,0.7,1.27,4.11,0.27,0.61,0.03,0.04,31.7,NA,
DO.0131,F,G9,LGDO-F-27,2/20/2012,3/19/2013,393,Bld-2 57wks,23.8,8.31,11.12,15.3,47.4,42.7,13.7,32.2,1183,7.2,1.5,166.4,9.1,83.2,1,5.9,0.3,0.6,0.76,6.91,0.08,0.49,0.02,0.05,29.3,NA,
DO.0132,F,G9,LGDO-F-27,2/20/2012,3/19/2013,393,Bld-2 57wks,45.86,6.96,9.35,15.5,46.9,50.1,16.6,33.1,1459,7.2,2.05,192,17.6,76.7,2.5,2.4,0.3,0.5,1.22,5.34,0.17,0.17,0.02,0.04,30.2,NA,
DO.0133,F,G9,LGDO-F-27,2/20/2012,3/19/2013,393,Bld-2 57wks,28.91,1.7,9.14,14.5,41.6,45.4,15.8,34.8,1064,5.5,4.04,369.1,49.2,30.6,4.5,14.5,0.9,1.2,0.84,0.52,0.08,0.25,0.01,0.02,30.9,NA,
DO.0134,F,G9,LGDO-F-27,2/24/2012,3/19/2013,389,Bld-2 57wks,26.28,14.26,10.61,16.2,49.5,46.7,15.3,32.7,827,10.6,4.18,443.3,13.8,76.2,2.1,6.5,0.5,0.9,1.96,10.86,0.3,0.93,0.07,0.14,29.4,NA,
DO.0135,F,G9,LGDO-F-27,2/21/2012,3/19/2013,392,Bld-2 57wks,41.33,7.01,10.25,16.2,47.9,46.8,15.8,33.8,1345,7.7,1.99,204.5,12.3,81.6,2.7,2.6,0.2,0.5,0.86,5.72,0.19,0.18,0.01,0.04,31,NA,
DO.0137,F,G9,LGDO-F-28,2/21/2012,3/19/2013,392,Bld-2 57wks,36.82,5.48,10.81,17.2,50.9,47.1,15.9,33.9,1175,7.7,1.47,158.5,13.3,81.3,2.6,2,0.3,0.6,0.73,4.46,0.14,0.11,0.02,0.03,31.2,NA,
DO.0138,F,G9,LGDO-F-28,2/22/2012,3/19/2013,391,Bld-2 57wks,28.23,6.95,9.88,14.6,44.7,45.3,14.8,32.7,1486,7.7,3.7,365.3,22.8,70,2.5,3.6,0.3,0.8,1.58,4.86,0.17,0.25,0.02,0.06,29.6,NA,
DO.0139,F,G9,LGDO-F-28,2/18/2012,3/19/2013,395,Bld-2 57wks,25.99,9.62,10.99,16.4,49.2,44.8,14.9,33.4,1886,7.1,2.54,279.6,25.5,69.5,2.7,1.5,0.2,0.6,2.45,6.68,0.26,0.15,0.02,0.06,31,NA,
DO.0140,F,G9,LGDO-F-28,2/20/2012,3/19/2013,393,Bld-2 57wks,29.83,4.86,11.19,15.2,47.6,42.6,13.6,32,1197,8.5,1.98,221.2,16,70.2,5.9,7.5,0.2,0.2,0.78,3.41,0.29,0.37,0.01,0.01,28.5,NA,
DO.0141,F,G9,LGDO-F-29,2/20/2012,3/25/2013,399,Bld-2 57wks,43.82,8.49,10.27,15.1,45.6,44.4,14.7,33.2,1401,4.6,2.94,302.2,18.9,73.8,2.3,3.7,0.5,0.8,1.61,6.27,0.19,0.31,0.04,0.07,32,NA,
DO.0142,F,G9,,2/21/2012,3/25/2013,398,Bld-2 57wks,26.22,6.27,10.38,14.8,44.4,42.8,14.3,33.4,1151,4.8,3.1,321.8,11,84.9,1.5,1.5,0.4,0.6,0.69,5.32,0.09,0.1,0.02,0.04,31.2,NA,
DO.0143,F,G9,LGDO-F-29,2/22/2012,3/25/2013,397,Bld-2 57wks,26.32,13.78,11.13,16.2,49.5,44.4,14.5,32.7,1265,4.9,3.04,338.9,13.9,79.7,1.9,3.3,0.4,0.8,1.92,10.99,0.26,0.45,0.05,0.11,30.2,NA,
DO.0144,F,G9,LGDO-F-29,2/19/2012,3/25/2013,400,Bld-2 57wks,45.37,2.62,7.1,11.4,35.7,50.2,16,31.9,1042,5.6,4.21,299.1,17.3,76.6,2.1,2.4,0.3,1.2,0.45,2.01,0.06,0.06,0.01,0.03,29.5,NA,
DO.0146,F,G9,LGDO-F-30,2/23/2012,3/25/2013,396,Bld-2 57wks,33.55,3,11.1,17.5,51.7,46.6,15.8,34,1100,4.9,4.31,478.6,24,64.4,4.2,5.4,1,2.1,0.72,1.93,0.12,0.16,0.03,0.06,31.6,NA,
DO.0147,F,G9,LGDO-F-30,2/19/2012,3/25/2013,400,Bld-2 57wks,27.09,7.06,10.1,15.7,45.2,44.8,15.5,34.7,1305,5.1,2.96,298.8,21.3,65.5,5.4,6.6,0.5,0.8,1.5,4.63,0.38,0.47,0.03,0.05,32.5,NA,
DO.0148,F,G9,LGDO-F-30,2/21/2012,3/25/2013,398,Bld-2 57wks,38.64,8.83,11.39,16.9,50.3,44.2,14.8,33.6,1456,5,2.4,273.3,8,85.6,2.7,2.6,0.3,0.8,0.7,7.55,0.24,0.23,0.03,0.07,31.8,NA,
DO.0150,F,G9,LGDO-F-30,2/22/2012,3/25/2013,397,Bld-2 57wks,37.74,6.72,10.17,15.3,46.6,45.9,15.1,32.9,1446,4.9,3.39,344.4,16.9,75.9,3.2,2.9,0.3,0.8,1.13,5.1,0.22,0.2,0.02,0.05,31.1,NA,
DO.0152,F,G9,LGDO-F-31,2/24/2012,3/25/2013,395,Bld-2 57wks,41.52,4.93,10.32,15.8,46.9,45.5,15.3,33.6,1457,5.1,2.9,299.4,15.6,78.3,1.8,3.3,0.3,0.8,0.77,3.86,0.09,0.16,0.01,0.04,31.5,NA,
DO.0153,F,G9,LGDO-F-31,2/19/2012,3/25/2013,400,Bld-2 57wks,26.84,7.76,10.86,16.9,49.1,45.2,15.6,34.4,1301,5.2,2.44,265.5,11.7,82,3.6,1.8,0.4,0.5,0.91,6.36,0.28,0.14,0.03,0.04,32.7,NA,
DO.0154,F,G9,LGDO-F-31,2/21/2012,3/25/2013,398,Bld-2 57wks,25.98,6.21,11.24,16.2,48.4,43.1,14.4,33.4,1361,4.8,4.45,500.4,15.8,75.1,3.2,5.1,0.3,0.6,0.98,4.67,0.2,0.31,0.02,0.03,31,NA,
DO.0155,F,G9,LGDO-F-31,2/22/2012,3/25/2013,397,Bld-2 57wks,30.16,13.52,10.58,16.1,46.7,44.1,15.2,34.4,2100,5.9,3.37,356.6,12,81.3,1.4,3.9,0.3,1,1.63,10.99,0.18,0.53,0.04,0.14,32.3,NA,
DO.0156,F,G9,LGDO-F-32,2/20/2012,3/25/2013,399,Bld-2 57wks,34.12,12.61,6.2,11.3,36.6,59,18.1,30.7,458,8.2,10.69,663.3,2.9,91.8,0.5,0.3,5.5,4.5,0.37,11.58,0.06,0.04,0.7,0.57,28.5,NA,
DO.0157,F,G9,LGDO-F-32,2/18/2012,3/25/2013,401,Bld-2 57wks,44.42,10.38,10.68,16.1,49.6,46.5,15.1,32.4,1289,5.7,2.1,224.3,10.4,85.3,2,1.2,0.3,0.8,1.07,8.85,0.21,0.13,0.03,0.08,30.6,NA,
DO.0158,F,G9,LGDO-F-32,2/20/2012,3/25/2013,399,Bld-2 57wks,28.99,15.03,9.51,14.5,41.3,43.4,15.2,35,2001,5.2,3.2,304.9,17,76.6,3.7,1.1,0.5,1.1,2.55,11.51,0.56,0.16,0.07,0.17,32,NA,
DO.0159,F,G9,LGDO-F-32,2/21/2012,3/25/2013,398,Bld-2 57wks,25.92,16.04,9.8,14.9,45.4,46.3,15.2,32.7,1957,5.1,3.04,297.9,8.3,84.2,1.7,3.5,0.4,1.8,1.34,13.51,0.28,0.56,0.07,0.29,29.6,NA,
DO.0160,F,G9,LGDO-F-32,2/21/2012,3/25/2013,398,Bld-2 57wks,45.59,140.16,5.38,9.7,31.3,58.2,18.1,31.1,340,7.8,13.8,741.8,3.2,72.6,0.4,0,5.4,23.8,4.43,101.7,0.54,0.06,7.55,33.42,28.3,NA,
DO.0161,F,G9,LGDO-F-33,2/22/2012,4/3/2013,406,Bld-2 57wks,39.72,4.01,10.55,15.6,45.7,43.3,14.8,34.3,1259,4.8,2.04,215.2,25.6,66.7,3.9,3,0.2,0.5,1.03,2.67,0.16,0.12,0.01,0.02,31.4,NA,
DO.0162,F,G9,LGDO-F-33,2/19/2012,4/3/2013,409,Bld-2 57wks,27.48,3.92,10.31,15.7,45,43.7,15.2,34.8,1827,5.1,1.98,204.2,19.5,72.3,3.1,4.1,0.6,0.4,0.76,2.83,0.12,0.16,0.02,0.02,32.5,NA,
DO.0163,F,G9,LGDO-F-33,2/24/2012,4/3/2013,404,Bld-2 57wks,30.13,8.11,9.5,14.7,43,45.2,15.5,34.2,1548,4.9,2.15,204.2,13.6,74.6,2.9,8.3,0.3,0.4,1.1,6.05,0.23,0.68,0.03,0.03,31.6,NA,
DO.0164,F,G9,LGDO-F-33,2/24/2012,4/3/2013,404,Bld-2 57wks,31.22,6.54,5.61,10,31.5,56.2,17.8,31.7,1497,5.5,0,0,17.6,75.4,3.5,2.5,0.2,0.8,1.15,4.94,0.23,0.16,0.02,0.05,32.2,NA,
DO.0166,F,G9,LGDO-F-34,2/21/2012,4/3/2013,407,Bld-2 57wks,29.64,10.13,10.28,15.6,45.7,44.4,15.1,34.1,1429,5.1,3.9,400.9,24.1,65.3,3.6,5.5,0.6,0.8,2.44,6.62,0.36,0.56,0.06,0.08,31.3,NA,
DO.0167,F,G9,LGDO-F-34,2/24/2012,4/3/2013,404,Bld-2 57wks,45.77,8.14,11.11,16.9,48.9,44,15.2,34.5,764,4.7,3.11,345,15.6,74.7,3.2,5.4,0.6,0.5,1.27,6.08,0.26,0.44,0.05,0.04,31.9,NA,
DO.0168,F,G9,LGDO-F-34,2/18/2012,4/3/2013,410,Bld-2 57wks,36.09,5.39,10,16.3,48.8,48.9,16.3,33.3,1332,4.8,4.12,411.4,12.2,81.2,2.5,3.6,0.2,0.4,0.66,4.37,0.13,0.19,0.01,0.02,30.7,NA,
DO.0170,F,G9,LGDO-F-34,2/21/2012,4/3/2013,407,Bld-2 57wks,36.13,7.9,10.31,15,43.5,42.2,14.5,34.5,1171,4.8,3.43,353.8,18,69.1,3.1,8,0.5,1.4,1.42,5.46,0.25,0.63,0.04,0.11,32.8,NA,
DO.0171,F,G9,LGDO-F-35,2/18/2012,4/3/2013,410,Bld-2 57wks,23.95,8.35,12.23,16,47.9,39.2,13.1,33.4,1427,5.2,3.55,433.9,12.6,79.5,4.5,2.6,0.2,0.6,1.05,6.64,0.38,0.21,0.02,0.05,30.9,NA,
DO.0172,F,G9,LGDO-F-35,2/20/2012,4/3/2013,408,Bld-2 57wks,30.38,6.38,10.43,14.8,44.4,42.6,14.2,33.3,1612,5.2,2.19,228.8,10.8,84.9,1.6,2.1,0.3,0.4,0.69,5.41,0.1,0.13,0.02,0.03,31.1,NA,
DO.0173,F,G9,LGDO-F-35,2/19/2012,4/3/2013,409,Bld-2 57wks,37.89,7.54,10.87,16.9,48.8,44.9,15.6,34.7,1230,5,2.7,293.4,11.7,82.1,3,2.6,0.4,0.2,0.88,6.18,0.23,0.2,0.03,0.02,32.8,NA,
DO.0174,F,G9,LGDO-F-35,2/19/2012,4/3/2013,409,Bld-2 57wks,44.44,5.13,10.51,15.5,44.5,42.3,14.7,34.9,1568,5.3,2.05,215.8,23,69.2,1.8,5.5,0.2,0.3,1.18,3.55,0.09,0.28,0.01,0.01,32.1,NA,
DO.0175,F,G9,LGDO-F-35,2/20/2012,4/3/2013,408,Bld-2 57wks,26.79,8.41,10.89,15.5,45.4,41.7,14.3,34.3,1047,5.6,1.89,205.4,13,75.2,1.5,9.4,0.3,0.5,1.09,6.33,0.13,0.79,0.03,0.04,31.6,NA,
DO.0176,F,G9,LGDO-F-36,2/23/2012,4/3/2013,405,Bld-2 57wks,34.96,6.25,10.98,16.6,48.4,44.1,15.1,34.3,988,5.9,2.61,286,18.5,53.6,3.4,23.8,0.3,0.3,1.16,3.35,0.21,1.49,0.02,0.02,31.6,NA,
DO.0177,F,G9,LGDO-F-36,2/21/2012,4/3/2013,407,Bld-2 57wks,33.43,10.64,8.53,14.3,42.7,50.1,16.8,33.5,1608,5.1,3.18,271.1,15.4,77.2,2.9,3.1,0.2,1.2,1.64,8.21,0.31,0.33,0.02,0.13,31.2,NA,
DO.0178,F,G9,LGDO-F-36,2/24/2012,4/3/2013,404,Bld-2 57wks,31.92,5.39,10.11,15.4,45.5,45,15.2,33.8,1705,5.5,4.45,449.6,22,71.8,2.2,3.4,0.3,0.4,1.18,3.87,0.12,0.18,0.01,0.02,31.5,NA,
DO.0180,F,G9,LGDO-F-36,2/22/2012,4/3/2013,406,Bld-2 57wks,25.32,12.06,11.37,16,48.1,42.3,14.1,33.3,1416,5.5,3.3,375.8,13.1,75.8,3.8,6.4,0.4,0.5,1.59,9.14,0.45,0.77,0.04,0.07,31.4,NA,
DO.0181,F,G10,LGDO-F-37,5/16/2012,7/23/2013,433,Bld-2 57wks,37.26,4.06,10.81,15.6,47.6,44.1,14.4,32.8,466,5.4,6.59,712.5,8.7,86.1,2.3,1.9,0.4,0.6,0.35,3.5,0.09,0.08,0.02,0.02,32.2,NA,
DO.0182,F,G10,LGDO-F-37,5/15/2012,7/23/2013,434,Bld-2 57wks,45.3,5.92,11.68,17,53.5,45.8,14.6,31.8,1566,4.3,3.05,355.9,16.4,78.3,3.2,1.3,0.5,0.4,0.97,4.63,0.19,0.08,0.03,0.03,31.5,NA,
DO.0183,F,G10,LGDO-F-37,5/12/2012,7/23/2013,437,Bld-2 57wks,34.29,6.09,10.64,14.4,47.3,44.5,13.5,30.4,1431,4.2,4.04,430.1,17.3,76.5,2.8,2.8,0.2,0.4,1.05,4.66,0.17,0.17,0.01,0.02,30.5,NA,
DO.0184,F,G10,LGDO-F-37,5/15/2012,7/23/2013,434,Bld-2 57wks,40.44,10.96,12.11,16,47.8,39.5,13.2,33.4,1054,4.3,3.6,435.2,20.1,70.8,3.7,3.9,0.3,1.2,2.2,7.77,0.41,0.43,0.03,0.13,32.7,NA,
DO.0185,F,G10,LGDO-F-37,5/17/2012,7/23/2013,432,Bld-2 57wks,37.96,13.23,11.22,14.2,45.4,40.5,12.6,31.2,1227,4.3,3.66,410.2,8.2,84.3,2.7,3.5,0.5,0.8,1.08,11.15,0.36,0.46,0.07,0.11,30.7,NA,
DO.0186,F,G10,LGDO-F-38,5/15/2012,7/23/2013,434,Bld-2 57wks,27.72,11.9,11.27,17.3,52,46.1,15.3,33.3,1482,4.9,3.4,383.3,7.4,87.3,2.2,1.9,0.4,0.9,0.88,10.39,0.26,0.23,0.05,0.1,32.9,NA,
DO.0187,F,G10,LGDO-F-38,5/14/2012,7/23/2013,435,Bld-2 57wks,56.66,3.33,10.41,15.9,48.9,47,15.3,32.5,804,4.6,3.66,380.9,15.7,75.3,5.3,3.3,0.2,0.2,0.52,2.5,0.18,0.11,0.01,0.01,31.4,NA,
DO.0188,F,G10,LGDO-F-38,5/14/2012,7/23/2013,435,Bld-2 57wks,48.51,6.09,12.26,16.9,52.8,43.1,13.8,32,1308,4.4,2.85,349,12.9,81,2.9,2.4,0.2,0.7,0.78,4.93,0.18,0.14,0.01,0.04,31.1,NA,
DO.0189,F,G10,LGDO-F-38,5/16/2012,7/23/2013,433,Bld-2 57wks,48.99,6.36,11.14,16.4,51.6,46.3,14.8,31.9,1129,4.5,3.28,365.5,13.8,77.4,5.1,3.2,0.2,0.3,0.88,4.93,0.32,0.2,0.01,0.02,31.5,NA,
DO.0190,F,G10,LGDO-F-38,5/15/2012,7/23/2013,434,Bld-2 57wks,45.77,7.11,10.05,15.9,49.1,48.9,15.8,32.3,1436,4.3,3.1,311.3,8.6,87.2,1.5,1.3,0.2,1.2,0.61,6.2,0.11,0.1,0.01,0.09,32.3,NA,
DO.0191,F,G10,LGDO-F-39,5/15/2012,7/23/2013,434,Bld-2 57wks,24.26,7.7,11.45,16.5,48.6,42.5,14.4,34,922,4.7,3.58,410,10.2,85.7,1.5,1.5,0.5,0.6,0.79,6.6,0.12,0.11,0.04,0.05,33.4,NA,
DO.0192,F,G10,LGDO-F-39,5/15/2012,7/23/2013,434,Bld-2 57wks,33.56,3.62,10.82,15.5,48.3,44.7,14.3,32,709,4.9,5.5,594.9,29.2,58.1,6.8,4.8,0.5,0.5,1.06,2.1,0.25,0.17,0.02,0.02,30.9,NA,
DO.0193,F,G10,LGDO-F-39,5/13/2012,7/23/2013,436,Bld-2 57wks,29.29,9.22,11.07,16.3,50.8,45.9,14.7,32,954,5.3,4.47,494.5,13.7,80.7,3.5,1.2,0.3,0.7,1.26,7.44,0.32,0.11,0.02,0.07,30.4,NA,
DO.0194,F,G10,LGDO-F-39,5/15/2012,7/23/2013,434,Bld-2 57wks,38.25,7.19,11.89,17.2,52.1,43.8,14.5,33.1,814,4.5,2.87,341.3,10.4,83.8,3.2,1.8,0.3,0.5,0.75,6.03,0.23,0.13,0.02,0.04,31.7,NA,
DO.0195,F,G10,LGDO-F-39,5/13/2012,7/23/2013,436,Bld-2 57wks,28.31,4.07,11.68,15.7,49.9,42.7,13.4,31.4,923,4.3,2.6,303.2,24.2,62,2,11.4,0.2,0.2,0.98,2.52,0.08,0.46,0.01,0.01,30.2,NA,
DO.0197,F,G10,LGDO-F-40,5/12/2012,7/23/2013,437,Bld-2 57wks,28.15,4.76,11.39,17.7,52.6,46.2,15.5,33.6,321,5,3.65,415.1,14.7,70.9,9.7,4,0.4,0.4,0.7,3.38,0.46,0.19,0.02,0.02,32.8,NA,
DO.0198,F,G10,LGDO-F-40,5/16/2012,7/23/2013,433,Bld-2 57wks,32.21,3.6,10.72,17.3,53.1,49.5,16.1,32.5,1067,4.6,4.62,495.7,27.7,65.2,3.6,2.7,0.5,0.4,1,2.35,0.13,0.1,0.02,0.01,31.4,NA,
DO.0199,F,G10,LGDO-F-40,5/14/2012,7/23/2013,435,Bld-2 57wks,59.16,5,11.67,14.3,46.6,39.9,12.2,30.6,1305,4.9,3.28,382.9,15.9,75.3,5.2,2.2,0.4,1,0.79,3.76,0.26,0.11,0.02,0.05,29.3,NA,
DO.0200,F,G10,LGDO-F-40,5/15/2012,7/23/2013,434,Bld-2 57wks,39.74,21.99,12.19,16.6,51.4,42.2,13.6,32.2,1527,4.4,2.68,326.5,8.4,86.5,1.6,2,0.6,0.9,1.85,19.01,0.36,0.44,0.13,0.19,30.6,NA,
DO.0201,F,G10,LGDO-F-41,5/15/2012,7/23/2013,434,Bld-2 57wks,34.25,7.37,11.29,15.4,47.9,42.4,13.7,32.2,1388,4.3,1.54,173.7,15.8,78.6,3.6,1.5,0.2,0.3,1.16,5.8,0.26,0.11,0.01,0.03,32,NA,
DO.0202,F,G10,LGDO-F-41,5/15/2012,7/23/2013,434,Bld-2 57wks,28.49,7.43,12.42,16.7,53.1,42.7,13.4,31.5,1228,4.5,3.26,404.8,15.2,77,3.3,3.7,0.3,0.6,1.13,5.72,0.25,0.28,0.02,0.04,30.5,NA,
DO.0203,F,G10,LGDO-F-41,5/18/2012,7/23/2013,431,Bld-2 57wks,35.83,7.68,11.73,15.5,51.2,43.6,13.2,30.3,922,4.7,2.5,293.3,13.7,77.9,3.8,3.5,0.4,0.7,1.05,5.98,0.29,0.27,0.03,0.05,28.6,NA,
DO.0204,F,G10,LGDO-F-41,5/15/2012,7/23/2013,434,Bld-2 57wks,31.08,5.65,11.57,16.5,52,44.9,14.3,31.8,1811,4.3,2.77,320.1,18,76.6,2,2.9,0.2,0.3,1.02,4.32,0.11,0.17,0.01,0.02,31.8,NA,
DO.0205,F,G10,LGDO-F-41,5/15/2012,7/23/2013,434,Bld-2 57wks,31.03,2.65,10.46,13.9,44.3,42.3,13.3,31.5,1069,7.1,3.2,334.7,32.6,48,8.9,9.6,0.7,0.2,0.87,1.27,0.23,0.25,0.02,0.01,29.8,NA,
DO.0206,F,G10,LGDO-F-42,5/16/2012,7/23/2013,433,Bld-2 57wks,34.26,8.66,11.11,16.2,51.4,46.3,14.6,31.5,1159,4.5,2.38,264.2,15.1,76.6,5.1,2.3,0.4,0.5,1.31,6.63,0.44,0.2,0.03,0.05,30.4,NA,
DO.0207,F,G10,LGDO-F-42,5/15/2012,7/23/2013,434,Bld-2 57wks,27.65,8.17,12.02,17.6,51.8,43.1,14.6,34,1233,4.6,3.62,435.3,26.6,66,2.8,3.8,0.4,0.4,2.17,5.39,0.22,0.31,0.03,0.03,32.6,NA,
DO.0209,F,G10,LGDO-F-42,5/15/2012,7/23/2013,434,Bld-2 57wks,50.81,4.84,10.44,14.7,45.3,43.3,14.1,32.5,1132,4.5,3.51,366,21.9,72,2.3,3.3,0.2,0.4,1.06,3.49,0.11,0.16,0.01,0.02,31.2,NA,
DO.0210,F,G10,LGDO-F-42,5/15/2012,7/23/2013,434,Bld-2 57wks,25.61,4.38,11.35,14.3,46.3,40.8,12.6,30.9,1625,4.4,2.91,330.7,27.2,63.5,4.9,3.2,0.5,0.7,1.19,2.78,0.22,0.14,0.02,0.03,30.4,NA,
DO.0212,F,G10,LGDO-F-43,5/17/2012,7/24/2013,433,Bld-2 57wks,35.86,7.31,10.69,16.4,49.6,46.4,15.3,33,1083,4.5,3.87,414.3,12.7,80.7,2.2,3.6,0.3,0.4,0.93,5.9,0.16,0.27,0.03,0.03,31.8,NA,
DO.0213,F,G10,LGDO-F-43,5/15/2012,7/24/2013,435,Bld-2 57wks,37.98,5.11,10.61,16.4,47.4,44.7,15.4,34.5,893,4.5,3.63,385.1,20.9,71.4,4.1,2.8,0.4,0.3,1.07,3.65,0.21,0.15,0.02,0.01,34,NA,
DO.0214,F,G10,LGDO-F-43,5/16/2012,7/24/2013,434,Bld-2 57wks,24.46,7.35,11.04,16.6,51.6,46.7,15,32.1,1441,4.4,2.91,321.4,21.2,71.5,3,3.4,0.3,0.7,1.56,5.25,0.22,0.25,0.02,0.05,30.8,NA,
